transcript_name	Gene_name	RAL-486-Unchallenged
NM_001259442	CG5065	6.897
NM_001259444	unc-104	0.688
NM_001259445	unc-104	0.696
NM_001259447	CG5550	5.087
NM_001259448	Pkc53E	0.354
NM_001259449	Pkc53E	0.163
NM_001259450	CG6805	1.488
NM_001259451	CG8963	4.338
NM_001259452	RhoGEF2	3.786
NM_001259455	CG8950	1.422
NM_001259457	CG43107	2.970
NM_001259462	mbl	0.710
NM_001259464	mbl	0.809
NM_001259466	mbl	0.794
NM_001259470	CG43324	2.199
NM_001259471	CG14480	3.731
NM_001259473	lolal	4.771
NM_001259474	lolal	4.636
NM_001259477	CG5174	5.526
NM_001259478	CG5174	4.887
NM_001259479	CG43066	0.869
NM_001259488	Tab2	3.160
NM_001259489	CG11961	6.407
NM_001259491	hts	4.507
NM_001259492	hts	4.538
NM_001259494	sm	0.262
NM_001259495	sm	0.207
NM_001259496	sm	0.313
NM_001259497	sm	-1.248
NM_001259498	sm	-0.537
NM_001259499	sm	0.239
NM_001259500	sm	-1.296
NM_001259501	sm	0.255
NM_001259504	sm	0.310
NM_001259505	sm	-1.272
NM_001259517	Glycogenin	3.027
NM_001259518	Sdc	4.043
NM_001259519	Fkbp13	5.972
NM_001259522	mahj	2.868
NM_001259523	CG13488	1.014
NM_001259525	synj	1.981
NM_001259529	CG5819	5.757
NM_001259531	qkr58E-3	3.825
NM_001259532	rad50	2.174
NM_001259533	CG4294	2.508
NM_001259535	CG43326	-0.457
NM_001259536	CG13510	8.843
NM_001259537	CG13511	2.284
NM_001259538	CG13511	2.493
NM_001259539	CG4250	-0.033
NM_001259540	stl	2.768
NM_001259544	CG3499	4.121
NM_001259545	nahoda	2.081
NM_001259551	CG30410	4.815
NM_001259553	CG4019	5.222
NM_001259554	l(2)tid	3.521
NM_001259556	Nap1	6.701
NM_001259557	Nap1	6.800
NM_001259558	snama	1.464
NM_001259561	Nop60B	4.312
NM_001259564	CG4612	1.590
NM_001259565	Nurf-38	6.353
NM_001259566	Start1	3.337
NM_001259568	CG4741	3.781
NM_001259569	Pof	1.871
NM_001259570	Mmp1	4.432
NM_001259571	CG16936	5.612
NM_001259572	CG16936	5.247
NM_001259573	Eps-15	3.267
NM_001259574	key	4.753
NM_001259575	Reg-5	2.341
NM_001259577	NKAIN	3.897
NM_001259578	NaCP60E	-2.068
NM_001259579	NaCP60E	-2.209
NM_001259580	NaCP60E	-2.166
NM_001259581	NaCP60E	-2.189
NM_001259583	CG30427	1.600
NM_001259584	CG3760	5.152
NM_001259585	CG2811	5.145
NM_001259586	CG2765	4.514
NM_001259587	zip	5.232
NM_001259588	gol	1.694
NM_001259596	Mtch	5.047
NM_001259597	Mtch	5.031
NM_001259598	Mtch	5.043
NM_001259599	rno	0.344
NM_001259601	DIP2	2.176
NM_001259602	Atac3	0.828
NM_001259603	mthl10	4.386
NM_001259604	mthl10	4.284
NM_001259605	mthl10	4.136
NM_001259606	mth	2.624
NM_001259608	Gale	6.076
NM_001259609	CG13887	6.320
NM_001259617	Psa	4.230
NM_001259619	CG7971	3.024
NM_001259620	drpr	4.715
NM_001259621	Cht2	0.440
NM_001259622	sls	0.778
NM_001259634	CG5707	3.632
NM_001259635	CG5707	3.542
NM_001259636	CG42669	3.150
NM_001259637	CG42669	3.782
NM_001259638	CG42669	3.877
NM_001259639	CG42669	2.949
NM_001259640	CG16758	2.444
NM_001259641	Spn	2.399
NM_001259642	Spn	2.320
NM_001259643	Spn	2.387
NM_001259644	Spn	2.526
NM_001259645	Spn	2.501
NM_001259646	Spn	2.428
NM_001259647	Spn	2.332
NM_001259648	Spn	2.486
NM_001259649	Spn	2.407
NM_001259651	Mrtf	1.763
NM_001259652	CG43444	0.952
NM_001259653	CG43444	0.913
NM_001259654	CG43444	1.313
NM_001259658	prominin-like	1.803
NM_001259659	CG11537	3.267
NM_001259660	CG12082	3.393
NM_001259661	BtbVII	2.828
NM_001259662	BtbVII	2.705
NM_001259670	eIF5B	3.923
NM_001259671	eIF5B	3.852
NM_001259672	eIF5B	3.853
NM_001259673	eIF5B	3.884
NM_001259674	armi	1.178
NM_001259678	CG32264	2.976
NM_001259679	CG14985	2.399
NM_001259682	CG14989	3.100
NM_001259683	CG14989	2.121
NM_001259684	CG43367	2.095
NM_001259685	CG43367	2.144
NM_001259686	CG32250	4.256
NM_001259687	Cip4	3.784
NM_001259688	Cip4	3.814
NM_001259689	Cip4	3.712
NM_001259690	Cip4	3.784
NM_001259691	Cip4	3.826
NM_001259692	Cip4	3.701
NM_001259693	Cip4	3.763
NM_001259694	mRpS6	3.606
NM_001259695	DOR	4.469
NM_001259696	DOR	4.594
NM_001259697	CG11357	1.458
NM_001259699	Src64B	1.756
NM_001259700	Src64B	1.819
NM_001259701	axo	2.039
NM_001259702	axo	2.199
NM_001259703	axo	2.309
NM_001259704	CG13707	1.455
NM_001259705	CG13707	2.360
NM_001259707	shep	3.289
NM_001259708	CG4769	6.709
NM_001259709	CG13285	4.398
NM_001259710	scny	3.215
NM_001259711	scny	3.266
NM_001259713	CG33523	5.077
NM_001259718	CG18769	1.692
NM_001259719	CG32397	0.579
NM_001259720	CG32397	0.626
NM_001259724	CG14830	2.027
NM_001259725	CG14830	2.319
NM_001259730	CG7546	3.490
NM_001259731	CG32369	1.815
NM_001259732	pbl	1.536
NM_001259733	Ect4	5.043
NM_001259734	Ect4	5.407
NM_001259735	CG8012	4.262
NM_001259736	CG7185	3.194
NM_001259738	CG7120	0.171
NM_001259739	CG7120	0.213
NM_001259740	Unr	1.504
NM_001259741	Gug	2.320
NM_001259742	Gug	2.301
NM_001259743	Gug	2.315
NM_001259745	rhea	3.423
NM_001259746	rhea	2.833
NM_001259747	rhea	2.811
NM_001259748	CG43078	2.922
NM_001259749	CG43078	3.460
NM_001259750	CG43078	3.480
NM_001259751	CG43078	3.443
NM_001259753	Fhos	3.634
NM_001259754	Fhos	3.714
NM_001259755	Fhos	3.399
NM_001259756	dally	3.740
NM_001259760	nwk	0.048
NM_001259761	nwk	0.026
NM_001259762	nwk	0.030
NM_001259763	nwk	-0.155
NM_001259764	PGRP-LC	3.401
NM_001259765	Hsp23	2.393
NM_001259766	CG4080	3.075
NM_001259767	CG4022	-0.262
NM_001259768	CG4022	-0.112
NM_001259770	fry	2.607
NM_001259771	fry	2.667
NM_001259772	fry	2.637
NM_001259773	nbs	1.870
NM_001259774	nbs	1.833
NM_001259777	CalpB	2.869
NM_001259778	A2bp1	-0.459
NM_001259783	CG32075	2.405
NM_001259784	GlcAT-P	1.630
NM_001259785	GlcAT-P	1.853
NM_001259786	CG42671	2.868
NM_001259787	CG42671	2.872
NM_001259788	CG7394	3.244
NM_001259794	RpL10Ab	9.870
NM_001259795	CycA	-0.224
NM_001259797	CG43064	1.977
NM_001259801	yps	4.712
NM_001259802	app	2.992
NM_001259803	app	2.984
NM_001259804	app	3.722
NM_001259805	CG10616	3.393
NM_001259808	CG14117	0.914
NM_001259816	endos	4.332
NM_001259817	endos	4.406
NM_001259818	CG6650	1.674
NM_001259819	nuf	3.085
NM_001259820	nuf	2.827
NM_001259821	nuf	2.819
NM_001259822	nuf	3.027
NM_001259823	nuf	3.070
NM_001259824	nuf	2.555
NM_001259825	CG43120	3.194
NM_001259826	bbg	4.737
NM_001259828	Mpcp	8.235
NM_001259831	CG5114	3.603
NM_001259832	cp309	0.925
NM_001259833	cp309	0.922
NM_001259840	CG7427	2.569
NM_001259841	CG7427	2.595
NM_001259842	CG7427	2.557
NM_001259847	Dcp2	2.841
NM_001259848	CG18081	2.957
NM_001259849	CG15715	4.115
NM_001259854	Mbs	2.342
NM_001259855	Mbs	2.383
NM_001259856	Mbs	2.334
NM_001259857	Mbs	2.429
NM_001259858	Mbs	2.753
NM_001259860	CG16838	0.023
NM_001259861	CG5151	2.910
NM_001259863	CG4893	5.825
NM_001259864	CG4729	5.423
NM_001259866	mbf1	4.876
NM_001259867	mbf1	5.179
NM_001259868	l(3)73Ah	2.398
NM_001259869	Lasp	3.395
NM_001259870	Lasp	3.679
NM_001259871	Dab	1.393
NM_001259872	Dab	1.314
NM_001259873	Dab	1.483
NM_001259874	CG9674	5.259
NM_001259875	CG9674	5.228
NM_001259876	nudC	3.658
NM_001259877	CG13024	-0.092
NM_001259878	CG9669	4.512
NM_001259879	Lmpt	4.890
NM_001259882	scaf6	2.685
NM_001259886	CG32174	2.411
NM_001259887	Eip74EF	0.960
NM_001259888	Pep	5.030
NM_001259892	Eip75B	1.485
NM_001259893	Eip75B	1.322
NM_001259895	ftz-f1	2.098
NM_001259898	CG6852	6.348
NM_001259904	Max	3.256
NM_001259905	ash1	0.862
NM_001259906	kto	1.767
NM_001259907	Rab8	3.956
NM_001259908	Rab8	4.103
NM_001259909	Ac76E	1.560
NM_001259910	CG17233	1.774
NM_001259911	CG17233	1.891
NM_001259912	CG17233	1.876
NM_001259913	CG17233	1.749
NM_001259914	CG17233	1.689
NM_001259916	Toll-9	1.507
NM_001259917	Toll-9	1.503
NM_001259918	fbl	5.818
NM_001259919	fbl	5.560
NM_001259922	Pitslre	3.442
NM_001259923	Pitslre	3.542
NM_001259927	CG10565	4.191
NM_001259928	Ac78C	0.209
NM_001259931	Ilk	2.769
NM_001259933	Eip78C	-1.593
NM_001259934	Eip78C	-1.524
NM_001259936	ebd2	2.108
NM_001259937	rgn	3.386
NM_001259938	Mkrn1	3.096
NM_001259944	mub	3.134
NM_001259945	mub	2.538
NM_001259946	mub	2.434
NM_001259947	mub	2.339
NM_001259948	CG7470	6.746
NM_001259950	srpk79D	0.417
NM_001259951	srpk79D	-0.084
NM_001259952	srpk79D	0.088
NM_001259953	srpk79D	0.469
NM_001259958	SPoCk	3.309
NM_001259959	jim	1.662
NM_001259961	nrm	1.002
NM_001259962	nrm	1.842
NM_001259964	nrm	1.601
NM_001259968	CG40045	5.203
NM_001259970	CG12582	5.819
NM_001259973	CG34112	4.750
NM_001259974	CG34112	4.454
NM_001259975	CG34112	4.422
NM_001259976	CG31522	6.710
NM_001259977	CG31522	6.520
NM_001259978	CG31522	6.526
NM_001259979	MED31	3.524
NM_001259981	CG12001	1.618
NM_001259982	CG43427	4.427
NM_001259983	CG43427	4.250
NM_001259984	CG43427	4.250
NM_001259985	Nep2	1.430
NM_001259986	tacc	3.374
NM_001259987	UbcD6	4.790
NM_001259988	UbcD6	4.941
NM_001259989	CG14661	2.407
NM_001259992	corto	0.772
NM_001259993	corto	0.279
NM_001259994	corto	1.292
NM_001259997	CG1115	4.168
NM_001259998	CG1115	4.151
NM_001259999	l(3)82Fd	4.786
NM_001260000	l(3)82Fd	4.414
NM_001260001	l(3)82Fd	4.933
NM_001260002	CG1172	2.454
NM_001260003	sec23	5.131
NM_001260004	sec23	5.137
NM_001260005	sec23	5.059
NM_001260006	CG2082	1.825
NM_001260008	CG1213	8.130
NM_001260009	Rm62	6.306
NM_001260010	Rm62	6.501
NM_001260011	Rm62	6.485
NM_001260012	Rm62	6.607
NM_001260019	CG15186	1.447
NM_001260020	CG15186	1.382
NM_001260021	CG15186	1.254
NM_001260022	CG15186	1.342
NM_001260023	Taf1	2.433
NM_001260024	lab	1.571
NM_001260027	CG1965	2.335
NM_001260028	CG1104	3.467
NM_001260029	lap	2.001
NM_001260030	lap	2.424
NM_001260031	lap	1.876
NM_001260033	alpha-Est10	2.927
NM_001260034	alpha-Est10	3.015
NM_001260036	alpha-Est5	5.715
NM_001260037	Nlg1	-0.456
NM_001260043	Prat	2.669
NM_001260044	CG2678	0.777
NM_001260046	CG2698	2.973
NM_001260047	CG2698	3.036
NM_001260054	CG9626	1.365
NM_001260055	CG9626	1.364
NM_001260057	CG9603	7.590
NM_001260058	stck	5.382
NM_001260062	CG8112	4.107
NM_001260065	CG11768	1.218
NM_001260067	CG8369	2.301
NM_001260068	CG8369	1.715
NM_001260069	pyd	2.198
NM_001260071	pyd	1.800
NM_001260072	pyd	2.365
NM_001260073	pum	-0.191
NM_001260074	RhoL	5.618
NM_001260075	rump	4.119
NM_001260076	SpdS	2.553
NM_001260077	Scm	1.781
NM_001260081	CG16817	6.781
NM_001260083	Glut4EF	1.019
NM_001260085	Mical	2.172
NM_001260086	Mical	2.315
NM_001260087	Mical	2.161
NM_001260088	Fmr1	2.873
NM_001260089	Best1	2.914
NM_001260090	CG43143	2.395
NM_001260091	CG43143	2.196
NM_001260092	Rfx	-0.071
NM_001260093	Rfx	0.179
NM_001260094	Rfx	-0.123
NM_001260095	cwo	3.334
NM_001260096	cwo	3.127
NM_001260099	pug	3.307
NM_001260100	fau	5.389
NM_001260101	fau	5.688
NM_001260102	Cad86C	0.232
NM_001260103	Cad86C	0.229
NM_001260104	Cad86C	0.232
NM_001260105	Cad86C	0.168
NM_001260106	CG42394	4.344
NM_001260107	SelR	2.341
NM_001260108	Tsp86D	2.203
NM_001260111	CG17721	2.131
NM_001260112	CG17721	1.890
NM_001260113	CG31388	-0.169
NM_001260114	CG17734	4.586
NM_001260115	pros	-2.533
NM_001260116	pros	-2.617
NM_001260117	pros	-2.550
NM_001260119	CG6744	2.707
NM_001260120	sals	2.311
NM_001260121	sals	2.233
NM_001260122	sals	2.317
NM_001260123	PGRP-LB	5.140
NM_001260124	PGRP-LB	5.104
NM_001260125	PGRP-LB	4.700
NM_001260127	CG6923	1.706
NM_001260129	l(3)neo38	1.392
NM_001260130	l(3)neo38	1.501
NM_001260131	l(3)neo38	1.517
NM_001260132	l(3)neo38	1.920
NM_001260133	l(3)neo38	1.507
NM_001260134	l(3)neo38	1.548
NM_001260135	l(3)neo38	1.433
NM_001260136	l(3)neo38	1.374
NM_001260137	mfas	4.682
NM_001260138	CG14741	0.956
NM_001260139	CG14741	0.992
NM_001260140	CG14741	0.808
NM_001260146	pps	2.107
NM_001260151	CG7518	1.688
NM_001260152	CG7518	1.702
NM_001260159	sqd	4.462
NM_001260161	Abi	2.888
NM_001260162	Abi	2.965
NM_001260166	CG12207	5.347
NM_001260167	CG12207	5.442
NM_001260168	CG12207	5.434
NM_001260169	su(Hw)	2.671
NM_001260170	RpII15	3.701
NM_001260171	pr-set7	0.711
NM_001260172	CG8538	1.322
NM_001260173	CG8538	1.372
NM_001260174	NK7.1	1.304
NM_001260175	l(3)L1231	2.087
NM_001260176	CG43162	3.110
NM_001260177	CG43162	3.355
NM_001260178	CG43162	2.346
NM_001260179	CG43162	3.325
NM_001260180	btsz	1.235
NM_001260182	VhaPPA1-1	8.010
NM_001260183	Mf	5.504
NM_001260184	Mf	6.818
NM_001260185	Mf	6.867
NM_001260190	Tm1	6.032
NM_001260191	Tm1	5.964
NM_001260194	wah	2.189
NM_001260195	wah	1.998
NM_001260196	wah	2.178
NM_001260197	wah	1.973
NM_001260199	srp	0.985
NM_001260200	msps	2.268
NM_001260201	msps	2.260
NM_001260202	msps	2.297
NM_001260203	CG6006	1.082
NM_001260204	CG6006	1.032
NM_001260205	CG6006	1.099
NM_001260206	bor	3.474
NM_001260208	gish	3.840
NM_001260209	gish	3.925
NM_001260210	SF2	4.657
NM_001260216	abd-A	-0.762
NM_001260217	CG8907	6.165
NM_001260219	kuk	1.369
NM_001260220	lute	2.712
NM_001260221	lute	2.681
NM_001260223	CREG	5.523
NM_001260224	sll	2.492
NM_001260226	CG43102	0.177
NM_001260227	CG43102	0.202
NM_001260228	CG43102	0.579
NM_001260247	PP2A-B'	4.408
NM_001260248	PP2A-B'	4.445
NM_001260249	PP2A-B'	4.267
NM_001260250	PP2A-B'	3.633
NM_001260255	CG14299	2.711
NM_001260256	CG42613	-0.655
NM_001260257	CG42613	-1.194
NM_001260258	CG42613	-1.142
NM_001260260	CG5451	2.097
NM_001260261	CG5451	1.960
NM_001260262	cdi	3.772
NM_001260263	CG6040	0.666
NM_001260266	CG5316	2.345
NM_001260268	CG4733	1.708
NM_001260269	CG4733	1.702
NM_001260271	CG17190	3.817
NM_001260272	CG4433	3.376
NM_001260273	cic	2.417
NM_001260274	cic	2.172
NM_001260275	cic	2.831
NM_001260283	Calx	4.036
NM_001260284	Calx	4.092
NM_001260285	Calx	4.114
NM_001260286	Calx	3.649
NM_001260292	Mvl	4.901
NM_001260293	Cortactin	5.124
NM_001260294	Cortactin	5.129
NM_001260295	Cortactin	5.163
NM_001260296	CG5793	3.957
NM_001260297	CG5793	5.067
NM_001260298	Ubpy	2.344
NM_001260299	mod(mdg4)	4.006
NM_001260300	mod(mdg4)	4.006
NM_001260302	CG31431	4.252
NM_001260303	CG31431	4.492
NM_001260304	SKIP	-0.740
NM_001260305	SKIP	-0.744
NM_001260306	CG7084	3.200
NM_001260308	CG5380	1.281
NM_001260310	CG5315	6.207
NM_001260311	loco	3.112
NM_001260312	loco	3.266
NM_001260313	loco	3.199
NM_001260314	CG6954	1.137
NM_001260315	CG6954	1.576
NM_001260316	CG6954	1.566
NM_001260322	Nha2	4.367
NM_001260323	p53	2.236
NM_001260324	unk	0.830
NM_001260325	unk	0.731
NM_001260326	unk	0.770
NM_001260327	cnc	4.927
NM_001260328	cnc	4.935
NM_001260329	cnc	4.687
NM_001260330	cnc	4.368
NM_001260331	cnc	4.332
NM_001260332	cnc	4.685
NM_001260333	cnc	4.682
NM_001260334	CG13827	3.090
NM_001260335	ATPsyn-Cf6	7.162
NM_001260337	Nup98	2.580
NM_001260338	mbc	3.219
NM_001260342	sba	1.675
NM_001260343	CG12268	2.792
NM_001260344	AP-1sigma	4.878
NM_001260345	AP-1sigma	4.920
NM_001260346	CG31140	-0.996
NM_001260347	Rab7	6.898
NM_001260348	Rab7	6.921
NM_001260349	CG18428	2.564
NM_001260350	Spase22-23	4.668
NM_001260351	mask	2.631
NM_001260352	CG6364	2.720
NM_001260353	CG6364	2.824
NM_001260354	CG6364	2.870
NM_001260355	crb	2.085
NM_001260357	CG5789	3.451
NM_001260358	Esyt2	2.946
NM_001260359	mld	-0.313
NM_001260360	mld	-0.362
NM_001260363	ash2	3.849
NM_001260367	HdacX	2.287
NM_001260372	RpS27	9.490
NM_001260373	Nup358	3.026
NM_001260378	CG31091	3.158
NM_001260380	gro	2.777
NM_001260381	CG31323	2.431
NM_001260383	CG31086	7.587
NM_001260384	CG6073	2.567
NM_001260388	CG6490	-1.652
NM_001260389	scrib	3.909
NM_001260390	scrib	4.516
NM_001260391	scrib	3.925
NM_001260392	scrib	3.818
NM_001260393	scrib	4.183
NM_001260394	sda	3.414
NM_001260395	CG31075	4.682
NM_001260396	CG6051	4.211
NM_001260397	woc	2.787
NM_001260398	mrt	3.263
NM_001260399	mrt	3.265
NM_001260400	mrt	3.215
NM_001260401	mrt	3.249
NM_001260402	mrt	3.265
NM_001260410	Klp98A	1.848
NM_001260414	CG5508	3.335
NM_001260417	larp	4.247
NM_001260418	larp	4.112
NM_001260419	larp	4.112
NM_001260421	CG9990	4.256
NM_001260422	CG9990	4.186
NM_001260423	AR-2	2.907
NM_001260424	Doa	3.256
NM_001260425	Doa	3.368
NM_001260427	alph	4.602
NM_001260429	CG7582	2.018
NM_001260431	CG1969	3.791
NM_001260432	CG1969	3.647
NM_001260433	RpS8	10.340
NM_001260437	Fer1HCH	9.963
NM_001260438	Fer1HCH	9.913
NM_001260439	aralar1	4.474
NM_001260442	tmod	3.100
NM_001260443	tmod	2.874
NM_001260444	tmod	3.087
NM_001260448	CanA1	0.483
NM_001260449	CanA1	0.160
NM_001260450	CG15556	2.920
NM_001260451	CG15556	2.919
NM_001260453	CG1746	8.458
NM_001260454	CG1746	8.590
NM_001260455	CG1746	9.364
NM_001260456	CG12054	2.890
NM_001260457	CG12054	2.353
NM_001260458	faf	3.645
NM_001260459	faf	3.626
NM_001260460	faf	3.531
NM_001260461	faf	3.653
NM_001260462	CG2118	3.129
NM_001260463	CG2118	3.085
NM_001260469	heph	0.811
NM_001260470	heph	0.707
NM_001260471	krz	2.754
NM_001260472	mod	5.609
NM_057217	Gpdh	7.351
NM_057218	Gpdh	7.281
NM_057219	Gpdh	7.274
NM_057220	grk	1.600
NM_057222	Gs1	5.188
NM_057224	her	2.000
NM_057225	hk	3.092
NM_057227	Hsf	3.055
NM_057228	hth	0.093
NM_057230	hth	0.731
NM_057233	ImpL3	5.370
NM_057238	Jra	4.818
NM_057241	kel	1.644
NM_057242	Khc	4.580
NM_057243	kz	0.914
NM_057245	l(1)1Bi	1.603
NM_057246	ifc	6.853
NM_057247	eIF-4a	8.966
NM_057248	Sop2	6.107
NM_057249	Sos	1.790
NM_057250	stc	3.111
NM_057251	stc	3.086
NM_057252	esg	1.983
NM_057254	Gli	3.893
NM_057255	AnnIX	6.125
NM_057256	AnnIX	6.059
NM_057257	crp	2.863
NM_057258	Lim3	1.660
NM_057259	l(2)37Cc	5.920
NM_057260	CG10561	0.925
NM_057261	Aats-asp	6.566
NM_057262	dre4	2.957
NM_057263	sas	1.064
NM_057265	lab	1.730
NM_057266	lace	5.020
NM_057267	AnnX	2.733
NM_057268	Lam	2.536
NM_057269	LanA	1.313
NM_057270	LanB1	2.964
NM_057277	Mal-A2	8.060
NM_057278	Appl	-0.625
NM_057279	Mal-A1	12.018
NM_057280	Mal-A3	7.789
NM_057281	RpL36	9.512
NM_057282	RpLP1	10.557
NM_057283	RpL19	10.062
NM_057284	RpS3	9.825
NM_057286	mei-S332	-0.728
NM_057288	mago	3.773
NM_057289	Aprt	4.080
NM_057291	Mlc1	6.966
NM_057292	Mlc1	7.242
NM_057293	mle	2.378
NM_057295	Mp20	7.486
NM_057298	Chrac-14	2.033
NM_057299	Chrac-14	0.431
NM_057302	nau	1.790
NM_057303	ncd	-0.012
NM_057304	neur	2.819
NM_057311	nub	4.872
NM_057313	okr	0.868
NM_057317	arm	5.203
NM_057318	arm	5.200
NM_057319	pAbp	7.497
NM_057324	Pcl	0.667
NM_057326	peb	3.551
NM_057328	Pgk	6.071
NM_057334	Pkc53E	0.040
NM_057336	pn	2.277
NM_057339	Ptp61F	3.874
NM_057340	Ptp61F	3.596
NM_057343	Pros29	5.695
NM_057345	abd-A	-0.585
NM_057349	pyd	2.593
NM_057351	Ras85D	4.240
NM_057352	ref(2)P	7.260
NM_057357	rod	-1.522
NM_057358	RpII140	3.593
NM_057360	RpI135	1.722
NM_057364	RanGap	1.754
NM_057366	sgg	3.664
NM_057367	sgg	4.108
NM_057368	sgg	3.411
NM_057373	Shaw	1.038
NM_057374	shg	2.288
NM_057375	shn	2.304
NM_057376	shn	2.291
NM_057377	sina	1.686
NM_057378	sl	1.389
NM_057379	sli	0.058
NM_057380	sli	0.052
NM_057381	sli	0.065
NM_057383	sm	0.363
NM_057387	Sod	8.291
NM_057388	sog	1.181
NM_057389	sol	3.428
NM_057390	sol	3.300
NM_057391	alpha-Spec	4.988
NM_057397	Btk29A	0.679
NM_057398	Btk29A	0.951
NM_057402	sta	9.528
NM_057403	stau	2.096
NM_057405	Su(dx)	4.845
NM_057406	su(s)	2.137
NM_057407	Su(var)205	5.113
NM_057408	su(w[a])	4.418
NM_057410	Egfr	1.886
NM_057411	Egfr	1.894
NM_057412	Top2	2.584
NM_057413	awd	7.983
NM_057415	tra2	2.683
NM_057416	tra2	2.768
NM_057417	tra2	2.515
NM_057418	tra2	2.452
NM_057421	trx	0.586
NM_057422	trx	0.681
NM_057423	alphaTry	12.522
NM_057424	alphaTub84B	7.957
NM_057425	tud	3.650
NM_057426	tup	1.087
NM_057427	tup	1.148
NM_057428	RpL40	10.271
NM_057429	Axs	1.399
NM_057430	RpS27A	10.582
NM_057432	ush	-0.408
NM_057433	usp	3.197
NM_057438	vnd	4.222
NM_057442	wb	-0.809
NM_057453	Vha16-1	9.516
NM_057456	gammaTub23C	1.582
NM_057457	mts	6.260
NM_057458	Hrb87F	4.041
NM_057459	Hrb87F	4.506
NM_057460	Dpt	3.454
NM_057465	porin	8.164
NM_057466	18w	0.422
NM_057468	Ptp99A	2.152
NM_057469	neb	0.767
NM_057471	alpha-Adaptin	2.938
NM_057472	Vinc	3.105
NM_057473	tam	0.124
NM_057475	LysD	8.976
NM_057479	LysE	5.686
NM_057480	LysP	4.960
NM_057484	Ca-P60A	5.569
NM_057485	Dbp73D	1.447
NM_057490	Cbp53E	3.405
NM_057492	ex	1.442
NM_057493	Rrp1	0.780
NM_057500	CycC	3.122
NM_057501	Src42A	3.551
NM_057503	Plc21C	2.363
NM_057504	Plc21C	2.380
NM_057505	bic	7.312
NM_057508	Cys	8.119
NM_057509	R	4.792
NM_057510	drk	3.776
NM_057511	N	-1.714
NM_057512	Pgd	6.498
NM_057513	mus210	2.115
NM_057516	retn	1.873
NM_057518	Xpac	1.063
NM_057519	Gprk2	2.282
NM_057520	Su(H)	-0.787
NM_057521	Hrb27C	5.902
NM_057523	ph-p	0.022
NM_057526	RpS2	9.647
NM_057529	hts	3.821
NM_057532	tws	4.386
NM_057533	tws	3.824
NM_057534	sob	0.619
NM_057535	bowl	2.801
NM_057537	14-3-3zeta	7.589
NM_057538	Arf84F	3.214
NM_057539	Hnf4	4.024
NM_057540	TfIIB	3.337
NM_057542	por	1.245
NM_057543	U2af50	4.054
NM_057544	ewg	1.790
NM_057545	yemalpha	0.309
NM_057546	Sox14	2.816
NM_057548	msl-1	1.369
NM_057549	ple	3.554
NM_057550	ple	3.612
NM_057551	robo	0.359
NM_057552	wdn	1.981
NM_057553	brn	1.403
NM_057554	Pabp2	3.146
NM_057558	Cry	6.021
NM_057559	Cyp4d1	6.477
NM_057560	Vha55	8.508
NM_057561	spi	3.916
NM_057568	Bsg25D	2.114
NM_057569	noc	2.821
NM_057577	Sod2	5.818
NM_057579	Dbp45A	2.937
NM_057581	Nmdmc	1.864
NM_057582	Nmdmc	2.034
NM_057584	Hr39	1.673
NM_057585	Hr39	1.503
NM_057586	Myo61F	8.037
NM_057588	Rbp9	2.307
NM_057589	Rbp9	2.319
NM_057590	RpS13	9.784
NM_057591	Trf	1.396
NM_057592	Uch	4.976
NM_057594	cact	4.744
NM_057595	cact	4.311
NM_057597	brat	-0.447
NM_057598	pigeon	0.696
NM_057600	dap	0.603
NM_057602	Rac1	4.744
NM_057603	140up	3.071
NM_057604	Map60	1.649
NM_057605	Ace	2.175
NM_057606	cad	3.391
NM_057607	Arf79F	7.480
NM_057608	Taf1	2.483
NM_057609	Taf5	1.792
NM_057611	CycE	-2.558
NM_057615	RpL27A	10.600
NM_057616	RpS18	9.956
NM_057617	Sdc	3.981
NM_057618	capu	3.801
NM_057619	TfIIS	3.366
NM_057620	TpnC47D	5.585
NM_057621	Vha14-1	8.025
NM_057623	pll	2.108
NM_057625	Fkbp13	6.116
NM_057626	Dcp-1	4.048
NM_057627	wal	6.590
NM_057628	dock	2.411
NM_057630	lwr	4.917
NM_057631	ppan	2.406
NM_057632	sgl	5.862
NM_057633	dia	3.990
NM_057634	pelo	3.458
NM_057637	ox	6.930
NM_057638	poe	3.218
NM_057643	Rya-r44F	0.270
NM_057644	Rya-r44F	0.263
NM_057645	Rya-r44F	0.270
NM_057646	Rya-r44F	0.263
NM_057647	TfIIA-L	4.000
NM_057648	TfIIA-L	4.066
NM_057651	babo	2.840
NM_057652	babo	2.858
NM_057653	Rsf1	3.506
NM_057654	mtacp1	6.647
NM_057655	mtacp1	6.674
NM_057657	cpb	5.197
NM_057658	Cdc37	4.240
NM_057660	Trp1	5.451
NM_057663	grp	2.419
NM_057664	ine	3.846
NM_057665	ine	4.300
NM_057666	La	4.457
NM_057668	chic	8.310
NM_057669	Mad	3.494
NM_057670	Mef2	1.912
NM_057671	Mef2	2.366
NM_057672	Mef2	2.176
NM_057673	Mef2	2.348
NM_057676	insc	1.580
NM_057679	RnrL	0.546
NM_057682	cin	3.434
NM_057683	tmod	3.555
NM_057684	tmod	3.459
NM_057685	Tig	-1.010
NM_057686	tsr	8.706
NM_057687	wee	1.131
NM_057691	Dp	3.756
