transcript_name	Gene_name	RAL-229-Challenged
NM_001169418	CG11149	5.317
NM_001169419	CG11149	5.215
NM_001169420	CG9171	2.979
NM_001169423	Kr-h2	5.310
NM_001169426	Hrb27C	5.095
NM_001169427	Hrb27C	5.147
NM_001169428	uif	-0.966
NM_001169430	CG5973	3.345
NM_001169432	r2d2	3.299
NM_001169433	cdc14	1.871
NM_001169434	cdc14	1.702
NM_001169436	CG8486	-0.340
NM_001169437	CG8360	3.665
NM_001169438	Pvr	4.712
NM_001169439	Pvr	4.771
NM_001169440	Pvr	4.823
NM_001169441	fu12	6.720
NM_001169443	CG34398	1.013
NM_001169444	Tsp29Fa	8.696
NM_001169445	CG32982	5.442
NM_001169446	Ggamma30A	3.481
NM_001169447	Ggamma30A	1.261
NM_001169448	CG33298	3.075
NM_001169449	CG33298	3.084
NM_001169451	GlcAT-S	3.581
NM_001169452	CG13124	4.404
NM_001169453	CG13124	4.375
NM_001169454	CG13124	4.328
NM_001169455	CG13124	4.351
NM_001169456	CG13124	4.412
NM_001169457	CG13124	4.362
NM_001169458	CG4619	2.271
NM_001169459	bsk	4.738
NM_001169461	bsk	4.929
NM_001169462	Pten	2.507
NM_001169464	Klp31E	1.811
NM_001169465	Klp31E	1.761
NM_001169466	Klp31E	1.763
NM_001169467	CG13142	2.460
NM_001169468	CG6232	0.279
NM_001169469	Fatp	5.237
NM_001169473	CG6700	2.845
NM_001169475	CG16833	2.496
NM_001169476	CG16833	2.251
NM_001169477	Ast-C	3.547
NM_001169489	CG42486	5.743
NM_001169492	aret	0.308
NM_001169493	bun	4.767
NM_001169494	bun	5.126
NM_001169495	CG6153	3.056
NM_001169496	CG9934	2.727
NM_001169497	CG6043	2.742
NM_001169498	CG6043	2.763
NM_001169499	CG6043	2.766
NM_001169503	CG31731	1.176
NM_001169504	osp	-0.032
NM_001169512	yuri	1.993
NM_001169518	CG5953	3.615
NM_001169519	Mhc	5.813
NM_001169520	Mhc	5.810
NM_001169521	Mhc	5.742
NM_001169525	CLIP-190	3.708
NM_001169526	CLIP-190	3.931
NM_001169527	Dif	4.214
NM_001169528	Dif	5.156
NM_001169529	dl	5.473
NM_001169530	dl	5.523
NM_001169534	Fas3	4.757
NM_001169535	CG10283	-0.106
NM_001169536	CG10283	-0.144
NM_001169543	CG17549	5.477
NM_001169544	CG17544	5.156
NM_001169546	CdGAPr	1.393
NM_001169547	CdGAPr	1.345
NM_001169548	CG13966	0.105
NM_001169549	spir	4.081
NM_001169550	rtGEF	3.007
NM_001169555	sky	4.813
NM_001169557	Dap160	4.204
NM_001169558	CG9249	2.723
NM_001169559	Acon	6.661
NM_001169561	Mio	3.974
NM_001169562	Mio	4.199
NM_001169563	Mio	3.898
NM_001169564	Mio	4.060
NM_001169565	Mio	4.074
NM_001169566	Mio	4.214
NM_001169567	Mio	4.225
NM_001169568	Mio	4.138
NM_001169569	CG31619	-0.443
NM_001169570	step	3.685
NM_001169573	RpL5	9.941
NM_001169580	Gprk1	3.277
NM_001169581	Nipped-B	2.759
NM_001169582	Nipped-B	2.753
NM_001169583	Nipped-B	2.758
NM_001169585	vlc	3.235
NM_001169586	vlc	3.256
NM_001169590	EcR	0.975
NM_001169591	CG3194	3.586
NM_001169592	CG3409	2.987
NM_001169593	l(2)01289	1.502
NM_001169594	l(2)01289	1.189
NM_001169595	l(2)01289	1.503
NM_001169596	Spn1	2.276
NM_001169597	mim	0.747
NM_001169598	CG30159	4.161
NM_001169601	CG1620	2.363
NM_001169602	blow	1.064
NM_001169603	blow	1.363
NM_001169604	CG1399	5.018
NM_001169605	CG1399	5.353
NM_001169606	CG1399	4.882
NM_001169608	CG8726	2.605
NM_001169609	CSN4	3.428
NM_001169610	lig	3.878
NM_001169611	lig	3.874
NM_001169612	lig	3.857
NM_001169613	Cul-4	2.941
NM_001169614	CG30372	3.974
NM_001169615	CG42516	2.653
NM_001169616	CG42516	2.667
NM_001169617	Mal-A5	1.774
NM_001169618	rgr	2.656
NM_001169619	Cirl	2.802
NM_001169621	babo	2.575
NM_001169624	Pkn	4.546
NM_001169626	CG34141	-0.572
NM_001169627	Camta	-0.241
NM_001169628	Not1	2.577
NM_001169632	CG1516	4.022
NM_001169633	CG1513	3.442
NM_001169634	CG30007	1.515
NM_001169635	CG30007	1.372
NM_001169637	CCS	4.474
NM_001169639	CAP	3.401
NM_001169640	whd	5.854
NM_001169641	whd	5.929
NM_001169643	CG11919	1.981
NM_001169644	CG18003	1.981
NM_001169647	CG9005	1.140
NM_001169648	Roc2	2.225
NM_001169650	CG42531	3.180
NM_001169651	MCPH1	2.513
NM_001169652	MCPH1	2.437
NM_001169654	CG8490	2.680
NM_001169655	Den1	3.573
NM_001169657	nemy	1.709
NM_001169658	CG42708	6.186
NM_001169659	CG42708	6.354
NM_001169660	CG13319	3.295
NM_001169661	Mdr49	5.620
NM_001169662	CG3884	9.522
NM_001169663	Su(z)2	1.107
NM_001169664	Cap-G	0.659
NM_001169666	Kdm4B	1.200
NM_001169667	Kdm4B	1.032
NM_001169668	Kdm4B	1.131
NM_001169669	AQP	0.838
NM_001169671	mars	-0.313
NM_001169672	mip120	2.433
NM_001169673	EfTuM	4.590
NM_001169674	CG6145	5.333
NM_001169675	CG6145	5.333
NM_001169676	shot	3.180
NM_001169677	shot	3.158
NM_001169678	shot	3.141
NM_001169679	shot	3.156
NM_001169682	Pcf11	2.567
NM_001169683	Pcf11	2.960
NM_001169684	CG10249	3.579
NM_001169688	CG12963	6.804
NM_001169690	fus	2.200
NM_001169692	Zasp52	4.188
NM_001169693	Mlf	4.005
NM_001169694	Ric	2.485
NM_001169697	CG5065	6.766
NM_001169698	CG5065	6.433
NM_001169700	CG8963	4.138
NM_001169701	CG30460	0.499
NM_001169704	Patronin	3.259
NM_001169706	Patronin	3.238
NM_001169707	Sema-1b	2.657
NM_001169708	HPS4	1.646
NM_001169710	CG6424	4.417
NM_001169711	CG4984	-0.341
NM_001169712	CG4984	-0.200
NM_001169713	Mapmodulin	3.394
NM_001169714	stau	1.564
NM_001169715	lolal	4.163
NM_001169716	CG42518	4.865
NM_001169717	CG42518	4.864
NM_001169718	sbb	0.544
NM_001169719	sbb	-0.569
NM_001169720	sbb	0.616
NM_001169723	CG5174	5.538
NM_001169725	CG30122	4.352
NM_001169726	CG30122	4.317
NM_001169728	SP2637	3.254
NM_001169729	SP2637	3.161
NM_001169731	CG10062	4.232
NM_001169732	hts	3.886
NM_001169733	hts	4.171
NM_001169734	hts	3.708
NM_001169735	hts	3.634
NM_001169736	Fak56D	2.130
NM_001169737	par-1	4.602
NM_001169738	par-1	5.008
NM_001169739	par-1	4.907
NM_001169740	par-1	5.101
NM_001169742	CG8920	3.381
NM_001169744	CG13868	7.439
NM_001169745	bl	4.909
NM_001169747	exu	2.818
NM_001169748	Act57B	7.797
NM_001169750	RIC-3	2.001
NM_001169751	RIC-3	1.875
NM_001169752	RIC-3	1.709
NM_001169753	RIC-3	1.855
NM_001169754	RIC-3	1.681
NM_001169755	RIC-3	1.989
NM_001169756	RIC-3	1.773
NM_001169757	RIC-3	1.965
NM_001169758	RIC-3	1.950
NM_001169759	RIC-3	1.718
NM_001169760	Xpd	2.269
NM_001169761	Glycogenin	2.151
NM_001169762	CG42672	2.734
NM_001169763	CG9485	0.571
NM_001169764	CG9485	0.626
NM_001169767	Sdc	4.073
NM_001169769	CG10320	5.528
NM_001169770	CG10320	5.953
NM_001169771	CG42497	5.759
NM_001169772	CG42496	5.401
NM_001169773	HmgD	2.929
NM_001169774	CG11073	0.178
NM_001169775	Vrp1	4.465
NM_001169776	Vrp1	4.398
NM_001169777	Vrp1	4.287
NM_001169778	Vrp1	4.452
NM_001169780	Oatp58Dc	1.387
NM_001169782	Mes4	1.622
NM_001169785	jbug	1.481
NM_001169786	jbug	1.552
NM_001169787	jbug	2.159
NM_001169788	jbug	1.335
NM_001169789	jbug	1.504
NM_001169792	CG34423	5.356
NM_001169794	eIF2B-delta	3.287
NM_001169803	Pde8	3.218
NM_001169805	Pde8	3.264
NM_001169807	Pde8	3.512
NM_001169809	TBPH	3.748
NM_001169810	TBPH	3.753
NM_001169811	Dcp1	3.426
NM_001169812	G-salpha60A	4.621
NM_001169813	CG42568	1.519
NM_001169814	CG42568	1.574
NM_001169815	Nop60B	3.546
NM_001169818	Nop60B	2.922
NM_001169820	CG13585	5.185
NM_001169821	CG13585	5.062
NM_001169822	itp	1.127
NM_001169823	itp	1.234
NM_001169824	pio	2.422
NM_001169825	CG3683	5.320
NM_001169826	NKAIN	2.209
NM_001169827	CG30427	1.241
NM_001169828	CG30427	1.342
NM_001169829	gol	1.053
NM_001169831	p130CAS	5.772
NM_001169832	Vdup1	1.953
NM_001169833	E(bx)	1.683
NM_001169834	E(bx)	1.277
NM_001169836	RhoGEF3	2.808
NM_001169837	RhoGEF3	2.777
NM_001169838	Ptpmeg	5.394
NM_001169839	Ptpmeg	5.415
NM_001169842	CG6905	2.221
NM_001169843	CG42554	1.199
NM_001169844	pUf68	3.668
NM_001169845	pUf68	4.512
NM_001169846	pUf68	4.346
NM_001169847	pUf68	3.783
NM_001169848	pUf68	4.253
NM_001169849	pUf68	4.508
NM_001169853	CG8001	2.193
NM_001169854	CG13937	1.036
NM_001169855	mu2	-0.368
NM_001169857	CG1317	3.609
NM_001169858	CG42669	3.579
NM_001169859	CG42669	3.726
NM_001169861	CG2162	3.454
NM_001169862	CG42494	1.310
NM_001169863	CG42494	1.326
NM_001169865	RpL28	8.304
NM_001169866	RpL28	8.361
NM_001169867	CG42456	2.692
NM_001169868	CG12012	4.612
NM_001169869	Eip63E	3.959
NM_001169871	CG14995	2.557
NM_001169872	CG14995	2.370
NM_001169875	TfIIEbeta	2.631
NM_001169876	CG15012	6.182
NM_001169879	shep	4.052
NM_001169881	CG33993	0.057
NM_001169883	sfl	1.866
NM_001169895	CG8628	8.126
NM_001169898	CG8600	2.420
NM_001169899	qm	4.384
NM_001169900	smid	3.333
NM_001169901	Snmp2	3.911
NM_001169902	syd	3.185
NM_001169903	syd	3.321
NM_001169904	bip1	4.393
NM_001169907	CG42445	3.759
NM_001169908	CG43078	3.395
NM_001169909	CG43078	3.422
NM_001169911	Zasp66	4.729
NM_001169913	Zasp66	4.653
NM_001169914	Zasp66	4.692
NM_001169915	Zasp66	4.848
NM_001169916	Fhos	2.352
NM_001169919	CG5021	4.792
NM_001169920	CG5021	4.814
NM_001169921	CG5026	2.293
NM_001169925	PGRP-LC	4.977
NM_001169926	PGRP-LC	4.476
NM_001169927	PGRP-LC	4.695
NM_001169928	UGP	3.956
NM_001169929	UGP	3.937
NM_001169931	CG8177	2.034
NM_001169932	CG10809	2.597
NM_001169933	CG42455	4.346
NM_001169934	CG42455	4.400
NM_001169935	CG42455	4.386
NM_001169942	tna	1.634
NM_001169946	CG6091	3.033
NM_001169948	pallidin	2.887
NM_001169949	Pi3K68D	2.733
NM_001169950	CG5946	4.264
NM_001169951	CG5946	5.007
NM_001169957	CG42397	6.497
NM_001169958	Pop2	3.036
NM_001169959	Sema-5c	1.749
NM_001169961	ara	1.317
NM_001169962	Atg1	2.847
NM_001169963	CG42709	4.878
NM_001169971	CG9628	2.985
NM_001169972	CG42507	2.636
NM_001169973	CG42507	2.691
NM_001169974	bmm	4.717
NM_001169976	CG12355	2.437
NM_001169982	Taf4	3.292
NM_001169983	CG12272	1.723
NM_001169984	Dab	-0.311
NM_001169985	Lmpt	5.188
NM_001169986	scaf6	2.100
NM_001169989	Oatp74D	0.788
NM_001169991	CG7408	3.357
NM_001169992	CG7408	3.912
NM_001169994	Indy	5.886
NM_001170002	Gyc76C	3.417
NM_001170003	Gyc76C	3.421
NM_001170004	Gyc76C	3.380
NM_001170005	Mi-2	3.585
NM_001170006	Su(Tpl)	3.267
NM_001170007	Nca	3.344
NM_001170008	CG7433	2.383
NM_001170009	Clc	5.639
NM_001170010	Clc	5.414
NM_001170011	CG5910	6.018
NM_001170012	CG32428	2.809
NM_001170013	CG11456	1.742
NM_001170015	Sin	2.371
NM_001170016	siz	4.085
NM_001170018	CG7611	4.310
NM_001170019	CG11307	1.163
NM_001170022	mub	2.582
NM_001170025	SPoCk	2.542
NM_001170036	CG9775	4.057
NM_001170037	UbcD6	4.698
NM_001170040	plx	1.076
NM_001170041	CG2100	1.133
NM_001170043	CG2082	-0.160
NM_001170046	CG2082	-0.162
NM_001170048	CG2082	0.531
NM_001170049	CG2082	0.589
NM_001170057	Rm62	7.193
NM_001170060	CG1021	4.608
NM_001170061	Taf1	2.801
NM_001170064	Alh	3.109
NM_001170065	Alh	2.050
NM_001170066	Alh	2.070
NM_001170067	lap	2.970
NM_001170069	alpha-Est3	4.841
NM_001170076	CG2747	2.536
NM_001170077	CG2747	2.620
NM_001170080	Mkk4	4.786
NM_001170081	CG42489	2.811
NM_001170082	CG8116	0.991
NM_001170083	CG8116	0.776
NM_001170085	Pif1A	1.437
NM_001170087	skap	6.227
NM_001170088	skap	6.221
NM_001170089	CG11984	4.698
NM_001170090	CG11984	4.735
NM_001170091	CG11984	4.721
NM_001170092	neur	4.096
NM_001170093	hyx	3.210
NM_001170094	ird1	1.641
NM_001170097	CG42511	3.201
NM_001170098	by	3.674
NM_001170099	by	3.473
NM_001170100	CG9399	5.256
NM_001170101	Kap-alpha3	5.594
NM_001170102	Unc-115a	4.575
NM_001170103	Unc-115a	4.582
NM_001170106	MED6	1.753
NM_001170107	MED6	1.851
NM_001170109	Fmr1	3.103
NM_001170110	hth	0.886
NM_001170111	hth	0.788
NM_001170113	CG42394	4.423
NM_001170114	CG4511	4.259
NM_001170117	sals	2.400
NM_001170121	ClC-a	2.204
NM_001170126	Vha55	7.304
NM_001170128	CG7518	1.437
NM_001170129	Ace	2.308
NM_001170130	Su(var)3-7	1.757
NM_001170131	Hrb87F	4.621
NM_001170132	B52	5.391
NM_001170133	B52	5.244
NM_001170135	lkb1	2.607
NM_001170138	Mf	5.814
NM_001170139	Mf	6.066
NM_001170140	Mf	5.992
NM_001170141	Mf	6.079
NM_001170142	Mf	5.961
NM_001170143	CG42542	3.145
NM_001170144	CG42542	3.119
NM_001170145	CG42542	3.143
NM_001170146	Caf1	2.884
NM_001170148	Tm1	6.869
NM_001170150	wah	2.865
NM_001170151	wah	2.853
NM_001170152	wah	2.885
NM_001170153	wah	2.875
NM_001170154	glob1	5.091
NM_001170155	CG4287	4.573
NM_001170156	msps	1.803
NM_001170157	gish	5.171
NM_001170161	abd-A	-1.209
NM_001170165	Brf	2.674
NM_001170168	osa	2.144
NM_001170169	cpo	-0.093
NM_001170173	CG7215	3.487
NM_001170174	Rpb4	2.131
NM_001170176	CG31122	1.548
NM_001170177	fru	-0.344
NM_001170178	CG7720	6.497
NM_001170179	CG7720	6.389
NM_001170180	CG7720	6.450
NM_001170186	CG4662	1.932
NM_001170193	CG4159	2.378
NM_001170194	bon	1.735
NM_001170196	Atpalpha	6.076
NM_001170197	Mvl	3.938
NM_001170198	SNF4Agamma	4.120
NM_001170199	SNF4Agamma	4.676
NM_001170200	SNF4Agamma	3.931
NM_001170201	SNF4Agamma	4.378
NM_001170202	CG5919	3.294
NM_001170204	CG7956	2.146
NM_001170205	CG7956	2.354
NM_001170208	CG5849	3.980
NM_001170209	CG42335	6.473
NM_001170210	CASK	2.830
NM_001170211	CG6439	4.679
NM_001170212	how	0.637
NM_001170213	how	0.996
NM_001170214	CG43343	0.015
NM_001170215	AP-50	3.382
NM_001170216	Nrx-1	-0.315
NM_001170217	CG7048	5.123
NM_001170223	p53	4.711
NM_001170225	cenB1A	3.688
NM_001170226	Ir	5.076
NM_001170227	CG4449	0.770
NM_001170229	Irk2	5.563
NM_001170231	nau	3.042
NM_001170233	CG10375	3.781
NM_001170234	CG5902	3.713
NM_001170235	CG33108	3.000
NM_001170236	LSm3	4.419
NM_001170238	KrT95D	3.660
NM_001170239	4EHP	3.915
NM_001170240	Mpk2	4.617
NM_001170241	slo	-0.751
NM_001170242	nct	3.796
NM_001170244	CG11168	3.381
NM_001170245	ssh	3.280
NM_001170246	ssh	3.345
NM_001170248	CG33096	2.262
NM_001170249	CG42503	5.014
NM_001170250	Clbn	4.444
NM_001170257	CG10669	1.110
NM_001170260	CG4673	4.460
NM_001170261	Ssadh	6.446
NM_001170263	LpR1	4.173
NM_001170269	CG17370	1.892
NM_001170270	CG17370	2.086
NM_001170272	CG42498	3.694
NM_001170273	CG6490	-1.083
NM_001170274	scrib	3.655
NM_001170275	scrib	3.605
NM_001170276	scrib	3.638
NM_001170277	CG5521	0.938
NM_001170278	Men-b	5.715
NM_001170279	Men-b	5.943
NM_001170280	CG5514	2.520
NM_001170281	CG42487	2.429
NM_001170282	betaTub97EF	6.210
NM_001170286	larp	3.185
NM_001170287	Moca-cyp	3.304
NM_001170289	Ppn	1.765
NM_001170290	Ppn	1.748
NM_001170291	fkh	4.206
NM_001170296	Pkc98E	1.285
NM_001170297	Vha100-1	4.546
NM_001170298	Vha100-1	4.614
NM_001170301	Takr99D	-0.173
NM_001170302	Axn	1.981
NM_001170304	tmod	3.603
NM_001170305	tmod	3.480
NM_001170306	tmod	3.597
NM_001170307	CG2246	4.219
NM_001170309	stops	1.297
NM_001170310	CG31004	7.600
NM_001170311	CG31004	7.814
NM_001170312	CG11337	2.218
NM_001170313	gammaCop	4.637
NM_001170316	heph	0.476
NM_001170317	heph	0.699
NM_001170318	heph	0.477
NM_001170319	heph	0.460
NM_001170320	heph	0.387
NM_001170321	heph	0.622
NM_001170322	heph	-0.677
NM_001170323	heph	0.582
NM_001201585	PMCA	4.048
NM_001201586	PMCA	4.037
NM_001201587	PMCA	3.838
NM_001201588	PMCA	4.050
NM_001201589	PMCA	3.867
NM_001201591	su(w[a])	3.617
NM_001201593	DAAM	-2.001
NM_001201594	Tsp2A	7.887
NM_001201595	Mur2B	1.263
NM_001201599	CG42666	2.535
NM_001201600	CG42666	2.483
NM_001201601	east	0.459
NM_001201602	east	0.449
NM_001201603	Actn	3.910
NM_001201604	Actn	3.806
NM_001201605	moody	3.731
NM_001201606	moody	3.965
NM_001201607	moody	3.727
NM_001201608	CG4199	6.583
NM_001201611	boi	-1.767
NM_001201612	boi	-1.830
NM_001201618	MAPk-Ak2	6.088
NM_001201619	CG34417	3.161
NM_001201620	CG34417	2.064
NM_001201621	CG14439	1.306
NM_001201622	CG14439	1.380
NM_001201624	CG2059	3.829
NM_001201629	slpr	1.611
NM_001201630	slpr	1.652
NM_001201631	slpr	1.681
NM_001201633	CG15347	9.061
NM_001201637	CG42388	3.386
NM_001201638	CG42388	2.400
NM_001201641	CG17446	2.530
NM_001201642	Aats-lys	5.047
NM_001201643	CG42797	0.822
NM_001201644	l(1)G0232	4.058
NM_001201645	l(1)G0232	4.958
NM_001201646	nej	0.835
NM_001201647	nej	0.414
NM_001201649	CG42683	-0.700
NM_001201650	Amun	3.821
NM_001201651	Amun	3.805
NM_001201652	Amun	3.842
NM_001201653	Amun	3.792
NM_001201654	prtp	5.250
NM_001201655	prtp	5.256
NM_001201656	Rbp1-like	0.832
NM_001201657	jub	2.750
NM_001201658	jub	2.695
NM_001201659	CG32626	6.483
NM_001201661	CG9009	5.370
NM_001201664	gce	3.545
NM_001201665	Ranbp16	1.968
NM_001201666	Ranbp16	1.945
NM_001201667	Ranbp16	1.919
NM_001201668	Ranbp16	2.022
NM_001201724	CG13004	2.211
NM_001201725	CG5004	4.434
NM_001201726	CG5004	4.423
NM_001201727	CG5004	5.615
NM_001201728	mei-218	-0.235
NM_001201733	CG42684	2.071
NM_001201734	CG42684	2.234
NM_001201735	Ucp4A	3.557
NM_001201736	CG6762	3.547
NM_001201737	CG6762	3.604
NM_001201738	CG6762	3.892
NM_001201742	CoRest	2.909
NM_001201743	Tao-1	3.810
NM_001201744	Tao-1	4.438
NM_001201745	pico	0.981
NM_001201746	pico	0.970
NM_001201749	Rab35	4.392
NM_001201752	Uch	5.044
NM_001201755	CG3609	8.705
NM_001201757	tim	3.324
NM_001201758	tim	4.096
NM_001201759	CG31955	4.025
NM_001201760	RpL27A	9.339
NM_001201761	qtc	4.068
NM_001201762	RpL37A	8.430
NM_001201763	Msp-300	-1.197
NM_001201764	Msp-300	0.159
NM_001201765	Msp-300	0.723
NM_001201766	Msp-300	0.992
NM_001201767	Msp-300	0.777
NM_001201768	Msp-300	0.825
NM_001201769	Bsg25D	2.256
NM_001201770	Bsg25D	2.501
NM_001201777	CG9536	3.181
NM_001201778	CG4497	0.167
NM_001201780	CG5171	2.123
NM_001201785	CG8552	3.311
NM_001201786	CG8552	3.349
NM_001201789	CG8486	-0.268
NM_001201790	CG8486	-0.259
NM_001201791	Pvr	4.937
NM_001201792	Pvr	4.919
NM_001201793	Rcd4	3.376
NM_001201794	CG13384	3.797
NM_001201795	CG13384	3.824
NM_001201796	CG13384	3.831
NM_001201797	CG13384	3.851
NM_001201798	CG13384	3.876
NM_001201804	raw	4.512
NM_001201808	CG34398	0.991
NM_001201809	CG34398	1.071
NM_001201810	CG34398	1.157
NM_001201811	CG34398	0.518
NM_001201812	CG34398	0.679
NM_001201813	CG31886	2.922
NM_001201816	CG32982	5.387
NM_001201817	tai	3.657
NM_001201818	tai	3.623
NM_001201819	tai	3.209
NM_001201820	Ggamma30A	2.969
NM_001201822	Eaat1	2.759
NM_001201825	CG3759	4.990
NM_001201826	CG3759	4.991
NM_001201828	jp	2.511
NM_001201829	jp	2.291
NM_001201830	CG3841	3.999
NM_001201833	CG4036	2.921
NM_001201836	CG31875	2.331
NM_001201837	CG31875	2.321
NM_001201838	CG4747	4.133
NM_001201840	Npc1a	3.137
NM_001201841	Npc1a	3.141
NM_001201842	Npc1a	3.153
NM_001201843	chico	3.336
NM_001201844	Utx	1.675
NM_001201846	lft	2.284
NM_001201847	CG31716	4.670
NM_001201848	CG31716	4.791
NM_001201849	CG17768	4.565
NM_001201850	CG5168	5.748
NM_001201851	SmB	4.661
NM_001201852	CG6232	0.632
NM_001201853	RluA-2	2.480
NM_001201854	RluA-2	2.407
NM_001201855	Myo31DF	6.484
NM_001201856	Lip4	2.322
NM_001201857	Trim9	3.183
NM_001201862	Mal-B2	0.962
NM_001201865	SC35	4.346
NM_001201867	loqs	2.758
NM_001201877	wb	-1.487
NM_001201878	wb	-1.500
NM_001201879	wb	-1.520
NM_001201880	wb	-1.490
NM_001201886	l(2)35Bc	1.841
NM_001201887	CG3975	1.796
NM_001201893	CG31808	3.852
NM_001201895	tweek	1.279
NM_001201896	tweek	1.279
NM_001201897	tweek	1.274
NM_001201898	tweek	1.284
NM_001201903	Sytalpha	0.102
NM_001201904	Sytalpha	0.162
NM_001201907	ninaD	3.264
NM_001201908	Pde11	2.844
NM_001201909	Pde11	2.891
NM_001201912	CG10702	0.332
NM_001201913	brat	0.236
NM_001201915	pigeon	1.285
NM_001201917	lectin-37Da	7.590
NM_001201918	lectin-37Db	7.136
NM_001201919	CG16771	5.007
NM_001201920	CG16771	4.930
NM_001201921	CG10165	5.735
NM_001201922	CG10165	5.144
NM_001201926	fok	4.685
NM_001201927	Kua	2.384
NM_001201928	CG9331	6.588
NM_001201929	CG9331	6.652
NM_001201930	CG9331	6.615
NM_001201931	CG9331	6.477
NM_001201933	CG42748	2.261
NM_001201937	CG34212	7.247
NM_001201938	CG7845	3.038
NM_001201939	mim	0.717
NM_001201940	mim	0.516
NM_001201941	mim	0.582
NM_001201942	CG17002	2.687
NM_001201943	CG17002	2.633
NM_001201944	CG1358	2.271
NM_001201945	Lpin	5.424
NM_001201946	Lpin	5.303
NM_001201947	Lpin	5.315
NM_001201949	Lpin	5.426
NM_001201950	Lpin	5.352
NM_001201952	Lpin	5.461
NM_001201953	Lpin	5.266
NM_001201954	Lpin	5.406
NM_001201955	Lpin	5.228
NM_001201957	Su(var)2-10	2.871
NM_001201958	Su(var)2-10	2.653
NM_001201959	Su(var)2-10	2.795
NM_001201960	CG11784	1.463
NM_001201961	CG18659	4.967
NM_001201962	CG18659	5.069
NM_001201963	Hydr1	5.233
NM_001201964	CG8026	6.615
NM_001201966	Pkn	4.332
NM_001201967	Pkn	4.518
NM_001201968	Pkn	4.424
NM_001201969	CG1516	4.038
NM_001201970	mRpL42	3.669
NM_001201975	CG33144	3.690
NM_001201978	CG42336	4.833
NM_001201980	CG42700	-0.533
NM_001201982	CG8520	4.286
NM_001201983	Sin3A	3.059
NM_001201984	Sin3A	2.995
NM_001201986	CG42663	3.522
NM_001201987	Taz	4.581
NM_001201990	CG42321	2.402
NM_001201992	Cp1	7.372
NM_001201993	CG42806	4.758
NM_001201994	CG6701	4.844
NM_001201995	CG6701	4.681
NM_001201996	RN-tre	2.476
NM_001201997	CG8331	6.023
NM_001201998	CG8331	6.350
NM_001201999	CG8331	6.533
NM_001202002	Pcf11	3.487
NM_001202003	CG10249	3.302
NM_001202004	CG10249	3.183
NM_001202005	CG10249	3.779
NM_001202006	CG10253	3.722
NM_001202007	CG10253	3.699
NM_001202008	CG10253	3.638
NM_001202009	Lap1	1.161
NM_001202010	aPKC	4.169
NM_001202011	aPKC	4.336
NM_001202012	aPKC	4.904
NM_001202020	Strn-Mlck	0.377
NM_001202023	Strn-Mlck	2.408
NM_001202024	Strn-Mlck	2.718
NM_001202028	CG8446	3.708
NM_001202029	CG8446	5.142
NM_001202030	CG42837	5.137
NM_001202031	Cng	-0.607
NM_001202033	CG30460	0.371
NM_001202040	CG42856	1.155
NM_001202041	CG42351	1.336
NM_001202042	CG42351	1.818
NM_001202043	CG15093	5.494
NM_001202048	hts	4.507
NM_001202056	stl	1.204
NM_001202058	CG42678	1.630
NM_001202059	CG42678	1.752
NM_001202060	CG42678	1.606
NM_001202063	CG3800	5.422
NM_001202064	CG9849	3.856
NM_001202069	CG3363	0.916
NM_001202070	Mmp1	5.541
NM_001202071	Mmp1	5.439
NM_001202072	Mmp1	5.344
NM_001202073	Mmp1	5.800
NM_001202074	Mmp1	5.642
NM_001202075	Mmp1	5.547
NM_001202076	Mmp1	5.674
NM_001202078	NaCP60E	-3.797
NM_001202079	zip	6.041
NM_001202080	zip	6.036
NM_001202081	zip	6.043
NM_001202082	zip	5.953
NM_001202083	Pdk1	3.929
NM_001202087	Sac1	4.474
NM_001202088	CG13917	1.859
NM_001202091	CG42676	1.966
NM_001202093	CG12024	1.406
NM_001202094	R	4.867
NM_001202097	CG13800	1.664
NM_001202098	CG13800	1.729
NM_001202100	CG42669	2.706
NM_001202101	CG42669	3.486
NM_001202102	CG42669	2.633
NM_001202103	CG42669	2.707
NM_001202104	CG42669	4.286
NM_001202105	CG42669	2.624
NM_001202106	CG16986	6.880
NM_001202107	CG1246	7.737
NM_001202112	kst	4.971
NM_001202113	Eip63E	3.593
NM_001202114	CG32264	3.452
NM_001202115	Scsalpha	5.940
NM_001202116	Eip63F-1	4.241
NM_001202117	Eip63F-1	5.751
NM_001202118	Eip63F-1	4.117
NM_001202119	CG43367	2.453
NM_001202121	Src64B	0.325
NM_001202122	Src64B	0.418
NM_001202123	BG642312	2.881
NM_001202124	CG42714	3.767
NM_001202125	dikar	-0.012
NM_001202126	Sh3beta	6.093
NM_001202127	Sh3beta	5.594
NM_001202128	Sh3beta	4.909
NM_001202129	akirin	3.671
NM_001202130	akirin	4.481
NM_001202131	akirin	4.703
NM_001202135	Ank2	-1.571
NM_001202136	Ank2	-1.627
NM_001202138	Ank2	-1.481
NM_001202139	Ank2	-1.539
NM_001202140	Ank2	-1.444
NM_001202141	Ank2	-3.116
NM_001202142	Fhos	3.045
NM_001202143	Fhos	2.930
NM_001202145	Galk	3.725
NM_001202146	Fdxh	2.836
NM_001202153	CG42671	3.625
NM_001202154	CG42671	3.381
NM_001202155	CG42671	3.612
NM_001202159	CG42588	-0.013
NM_001202161	bru-3	-1.103
