transcript_name	Gene_name	RAL-802-Unchallenged
NM_001259243	Dscam	1.666
NM_001259244	Dscam	1.653
NM_001259245	Dscam	1.665
NM_001259246	Dscam	1.664
NM_001259247	Dscam	1.647
NM_001259248	Dscam	1.651
NM_001259249	Dscam	1.666
NM_001259250	Dscam	1.656
NM_001259251	Dscam	1.653
NM_001259252	Dscam	1.668
NM_001259255	CG43340	2.971
NM_001259256	CG43340	4.279
NM_001259257	CG43340	2.909
NM_001259258	CG43340	4.006
NM_001259259	CG43340	4.028
NM_001259260	CG43340	4.281
NM_001259262	CG18812	5.718
NM_001259263	CanB2	3.982
NM_001259264	sax	2.506
NM_001259265	Kdm4A	1.049
NM_001259266	CG8791	4.991
NM_001259267	CG8791	4.660
NM_001259268	CG14764	3.391
NM_001259270	lig	3.993
NM_001259271	lig	4.001
NM_001259275	Cirl	2.969
NM_001259276	Cirl	3.161
NM_001259277	Rya-r44F	-0.014
NM_001259278	Rya-r44F	0.013
NM_001259279	Rya-r44F	0.026
NM_001259280	Rya-r44F	0.011
NM_001259281	Rya-r44F	-0.020
NM_001259282	Rya-r44F	-0.019
NM_001259283	CG33199	5.023
NM_001259286	Su(var)2-10	2.529
NM_001259287	CG18659	2.166
NM_001259288	CG18659	2.528
NM_001259289	CG18659	2.628
NM_001259290	CG30343	1.848
NM_001259291	Pkn	3.406
NM_001259292	Pkn	3.323
NM_001259294	wun	4.240
NM_001259295	Pdk	5.092
NM_001259296	ced-6	2.225
NM_001259297	ced-6	2.365
NM_001259302	CG12140	4.651
NM_001259303	mRpL42	4.451
NM_001259305	Pfk	3.319
NM_001259306	CG11866	2.325
NM_001259309	CAP	4.332
NM_001259310	CAP	3.488
NM_001259311	CAP	4.099
NM_001259312	CAP	3.510
NM_001259326	RanBPM	4.092
NM_001259327	Cyp49a1	3.167
NM_001259330	CG30015	3.733
NM_001259334	CG7741	1.906
NM_001259336	CG12384	5.258
NM_001259337	CG7777	2.855
NM_001259338	CG9005	2.831
NM_001259342	pds5	2.296
NM_001259343	CG43191	1.633
NM_001259347	Cam	6.357
NM_001259348	Cam	6.977
NM_001259349	garz	3.301
NM_001259351	Dyb	2.356
NM_001259352	CG30334	1.327
NM_001259353	Sin3A	3.407
NM_001259354	CG8771	1.232
NM_001259356	CG17574	6.929
NM_001259357	CG17574	6.905
NM_001259358	CG17574	6.731
NM_001259359	Nmda1	5.097
NM_001259360	Nmda1	5.173
NM_001259361	CG42321	3.289
NM_001259364	cnn	1.197
NM_001259365	cnn	1.432
NM_001259366	cnn	1.447
NM_001259368	cbs	2.318
NM_001259369	cbs	2.318
NM_001259371	bbc	4.795
NM_001259376	fl(2)d	3.018
NM_001259377	fl(2)d	2.997
NM_001259378	shot	3.397
NM_001259379	shot	3.381
NM_001259380	shot	3.387
NM_001259381	shot	3.383
NM_001259382	shot	3.749
NM_001259383	shot	3.374
NM_001259384	shot	3.334
NM_001259385	AGO1	3.139
NM_001259386	Prosap	1.655
NM_001259388	Ih	-0.596
NM_001259389	Ih	2.080
NM_001259390	Ih	2.073
NM_001259391	Ih	2.132
NM_001259392	Tfb1	3.196
NM_001259396	Rpn6	5.623
NM_001259398	CG42254	0.655
NM_001259399	BEAF-32	2.510
NM_001259401	chn	-1.753
NM_001259402	chn	-1.796
NM_001259403	chn	-1.755
NM_001259404	chn	-1.701
NM_001259405	chn	-1.817
NM_001259407	mus210	1.670
NM_001259412	CG12963	6.401
NM_001259413	CG12963	6.558
NM_001259414	CG12963	6.724
NM_001259415	CG12963	6.850
NM_001259416	CG12963	6.678
NM_001259418	fus	2.621
NM_001259420	CG8249	3.248
NM_001259421	CG8249	2.737
NM_001259422	tun	0.893
NM_001259423	tun	1.075
NM_001259424	Mlf	4.102
NM_001259425	Mlf	4.116
NM_001259426	Mlf	3.754
NM_001259428	Asph	1.472
NM_001259429	Asph	1.285
NM_001259430	Asph	1.441
NM_001259432	Lis-1	4.333
NM_001259433	CG8441	2.680
NM_001259434	mrj	3.440
NM_001259435	mrj	3.500
NM_001259441	CG5065	6.170
NM_001259442	CG5065	6.218
NM_001259444	unc-104	0.776
NM_001259445	unc-104	0.788
NM_001259447	CG5550	2.995
NM_001259448	Pkc53E	0.742
NM_001259449	Pkc53E	0.523
NM_001259450	CG6805	1.084
NM_001259451	CG8963	4.147
NM_001259452	RhoGEF2	3.382
NM_001259455	CG8950	1.520
NM_001259457	CG43107	3.512
NM_001259462	mbl	0.892
NM_001259464	mbl	0.987
NM_001259466	mbl	0.969
NM_001259470	CG43324	2.189
NM_001259471	CG14480	3.908
NM_001259473	lolal	4.509
NM_001259474	lolal	4.367
NM_001259477	CG5174	5.314
NM_001259478	CG5174	4.679
NM_001259479	CG43066	1.312
NM_001259488	Tab2	3.387
NM_001259489	CG11961	5.649
NM_001259491	hts	4.464
NM_001259492	hts	4.473
NM_001259494	sm	0.208
NM_001259495	sm	-0.198
NM_001259496	sm	0.268
NM_001259497	sm	-1.280
NM_001259498	sm	-0.527
NM_001259499	sm	0.185
NM_001259500	sm	-1.341
NM_001259501	sm	0.201
NM_001259504	sm	0.260
NM_001259505	sm	-1.316
NM_001259517	Glycogenin	2.900
NM_001259518	Sdc	3.547
NM_001259519	Fkbp13	5.974
NM_001259522	mahj	2.879
NM_001259523	CG13488	0.784
NM_001259525	synj	1.725
NM_001259529	CG5819	5.305
NM_001259531	qkr58E-3	3.654
NM_001259532	rad50	1.703
NM_001259533	CG4294	2.386
NM_001259535	CG43326	-0.600
NM_001259536	CG13510	8.321
NM_001259537	CG13511	3.163
NM_001259538	CG13511	3.348
NM_001259539	CG4250	0.069
NM_001259540	stl	2.076
NM_001259544	CG3499	4.202
NM_001259545	nahoda	2.588
NM_001259551	CG30410	4.460
NM_001259553	CG4019	5.448
NM_001259554	l(2)tid	3.791
NM_001259556	Nap1	6.576
NM_001259557	Nap1	6.674
NM_001259558	snama	1.600
NM_001259561	Nop60B	3.825
NM_001259564	CG4612	1.389
NM_001259565	Nurf-38	6.758
NM_001259566	Start1	2.821
NM_001259568	CG4741	4.123
NM_001259569	Pof	1.337
NM_001259570	Mmp1	4.061
NM_001259571	CG16936	7.169
NM_001259572	CG16936	6.814
NM_001259573	Eps-15	3.350
NM_001259574	key	4.477
NM_001259575	Reg-5	2.192
NM_001259577	NKAIN	3.638
NM_001259578	NaCP60E	-1.356
NM_001259579	NaCP60E	-1.658
NM_001259580	NaCP60E	-1.460
NM_001259581	NaCP60E	-1.498
NM_001259583	CG30427	1.066
NM_001259584	CG3760	5.257
NM_001259585	CG2811	4.741
NM_001259586	CG2765	4.539
NM_001259587	zip	4.909
NM_001259588	gol	-0.057
NM_001259596	Mtch	4.861
NM_001259597	Mtch	4.845
NM_001259598	Mtch	4.856
NM_001259599	rno	0.349
NM_001259601	DIP2	2.544
NM_001259602	Atac3	0.905
NM_001259603	mthl10	3.987
NM_001259604	mthl10	3.799
NM_001259605	mthl10	3.669
NM_001259606	mth	2.194
NM_001259608	Gale	5.976
NM_001259609	CG13887	6.211
NM_001259617	Psa	4.267
NM_001259619	CG7971	3.018
NM_001259620	drpr	4.237
NM_001259621	Cht2	0.281
NM_001259622	sls	0.547
NM_001259634	CG5707	4.050
NM_001259635	CG5707	3.961
NM_001259636	CG42669	2.575
NM_001259637	CG42669	3.340
NM_001259638	CG42669	3.437
NM_001259639	CG42669	2.554
NM_001259640	CG16758	1.322
NM_001259641	Spn	2.345
NM_001259642	Spn	2.207
NM_001259643	Spn	2.325
NM_001259644	Spn	2.495
NM_001259645	Spn	2.467
NM_001259646	Spn	2.368
NM_001259647	Spn	2.205
NM_001259648	Spn	2.387
NM_001259649	Spn	2.351
NM_001259651	Mrtf	1.450
NM_001259652	CG43444	1.762
NM_001259653	CG43444	1.739
NM_001259654	CG43444	2.096
NM_001259658	prominin-like	1.250
NM_001259659	CG11537	2.851
NM_001259660	CG12082	3.324
NM_001259661	BtbVII	2.625
NM_001259662	BtbVII	2.530
NM_001259670	eIF5B	3.908
NM_001259671	eIF5B	3.851
NM_001259672	eIF5B	3.850
NM_001259673	eIF5B	3.869
NM_001259674	armi	1.136
NM_001259678	CG32264	2.708
NM_001259679	CG14985	3.071
NM_001259682	CG14989	4.120
NM_001259683	CG14989	3.032
NM_001259684	CG43367	1.891
NM_001259685	CG43367	1.938
NM_001259686	CG32250	3.928
NM_001259687	Cip4	3.609
NM_001259688	Cip4	3.647
NM_001259689	Cip4	3.535
NM_001259690	Cip4	3.607
NM_001259691	Cip4	3.636
NM_001259692	Cip4	3.502
NM_001259693	Cip4	3.578
NM_001259694	mRpS6	3.733
NM_001259695	DOR	4.407
NM_001259696	DOR	4.530
NM_001259697	CG11357	1.733
NM_001259699	Src64B	1.866
NM_001259700	Src64B	1.940
NM_001259701	axo	2.514
NM_001259702	axo	2.647
NM_001259703	axo	2.783
NM_001259704	CG13707	2.086
NM_001259705	CG13707	2.922
NM_001259707	shep	2.999
NM_001259708	CG4769	6.980
NM_001259709	CG13285	4.307
NM_001259710	scny	2.972
NM_001259711	scny	3.027
NM_001259713	CG33523	5.273
NM_001259718	CG18769	1.462
NM_001259719	CG32397	0.966
NM_001259720	CG32397	1.008
NM_001259724	CG14830	2.144
NM_001259725	CG14830	2.433
NM_001259730	CG7546	3.375
NM_001259731	CG32369	1.564
NM_001259732	pbl	1.074
NM_001259733	Ect4	4.974
NM_001259734	Ect4	5.341
NM_001259735	CG8012	3.655
NM_001259736	CG7185	3.217
NM_001259738	CG7120	1.985
NM_001259739	CG7120	2.002
NM_001259740	Unr	1.547
NM_001259741	Gug	2.295
NM_001259742	Gug	2.298
NM_001259743	Gug	2.302
NM_001259745	rhea	3.584
NM_001259746	rhea	3.196
NM_001259747	rhea	3.172
NM_001259748	CG43078	4.185
NM_001259749	CG43078	4.703
NM_001259750	CG43078	4.741
NM_001259751	CG43078	4.702
NM_001259753	Fhos	3.029
NM_001259754	Fhos	3.110
NM_001259755	Fhos	2.792
NM_001259756	dally	3.883
NM_001259760	nwk	0.222
NM_001259761	nwk	-0.022
NM_001259762	nwk	0.240
NM_001259763	nwk	0.080
NM_001259764	PGRP-LC	3.720
NM_001259765	Hsp23	5.128
NM_001259766	CG4080	3.378
NM_001259767	CG4022	0.245
NM_001259768	CG4022	0.485
NM_001259770	fry	2.838
NM_001259771	fry	2.888
NM_001259772	fry	2.869
NM_001259773	nbs	2.016
NM_001259774	nbs	1.978
NM_001259777	CalpB	3.162
NM_001259778	A2bp1	-0.934
NM_001259783	CG32075	2.433
NM_001259784	GlcAT-P	1.501
NM_001259785	GlcAT-P	1.733
NM_001259786	CG42671	2.967
NM_001259787	CG42671	2.970
NM_001259788	CG7394	3.104
NM_001259794	RpL10Ab	9.677
NM_001259795	CycA	-0.382
NM_001259797	CG43064	1.515
NM_001259801	yps	4.651
NM_001259802	app	2.964
NM_001259803	app	2.962
NM_001259804	app	3.696
NM_001259805	CG10616	3.532
NM_001259808	CG14117	1.167
NM_001259816	endos	4.272
NM_001259817	endos	4.350
NM_001259818	CG6650	1.870
NM_001259819	nuf	2.546
NM_001259820	nuf	2.234
NM_001259821	nuf	2.233
NM_001259822	nuf	2.523
NM_001259823	nuf	2.561
NM_001259824	nuf	2.008
NM_001259825	CG43120	5.400
NM_001259826	bbg	4.558
NM_001259828	Mpcp	8.443
NM_001259831	CG5114	3.349
NM_001259832	cp309	5.025
NM_001259833	cp309	4.986
NM_001259840	CG7427	2.707
NM_001259841	CG7427	2.737
NM_001259842	CG7427	2.753
NM_001259847	Dcp2	2.801
NM_001259848	CG18081	3.609
NM_001259849	CG15715	3.998
NM_001259854	Mbs	2.433
NM_001259855	Mbs	2.515
NM_001259856	Mbs	2.485
NM_001259857	Mbs	2.526
NM_001259858	Mbs	2.871
NM_001259860	CG16838	0.421
NM_001259861	CG5151	2.618
NM_001259863	CG4893	4.946
NM_001259864	CG4729	5.910
NM_001259866	mbf1	5.538
NM_001259867	mbf1	5.819
NM_001259868	l(3)73Ah	2.738
NM_001259869	Lasp	3.208
NM_001259870	Lasp	3.429
NM_001259871	Dab	0.852
NM_001259872	Dab	0.762
NM_001259873	Dab	0.914
NM_001259874	CG9674	5.930
NM_001259875	CG9674	5.899
NM_001259876	nudC	3.833
NM_001259877	CG13024	1.161
NM_001259878	CG9669	4.466
NM_001259879	Lmpt	4.331
NM_001259882	scaf6	2.964
NM_001259886	CG32174	2.842
NM_001259887	Eip74EF	1.715
NM_001259888	Pep	4.982
NM_001259892	Eip75B	2.286
NM_001259893	Eip75B	2.114
NM_001259895	ftz-f1	2.115
NM_001259898	CG6852	5.982
NM_001259904	Max	3.416
NM_001259905	ash1	0.842
NM_001259906	kto	2.529
NM_001259907	Rab8	3.741
NM_001259908	Rab8	3.798
NM_001259909	Ac76E	1.536
NM_001259910	CG17233	1.920
NM_001259911	CG17233	1.962
NM_001259912	CG17233	1.960
NM_001259913	CG17233	1.893
NM_001259914	CG17233	1.838
NM_001259916	Toll-9	1.799
NM_001259917	Toll-9	1.803
NM_001259918	fbl	5.397
NM_001259919	fbl	5.136
NM_001259922	Pitslre	3.318
NM_001259923	Pitslre	3.459
NM_001259927	CG10565	4.108
NM_001259928	Ac78C	0.078
NM_001259931	Ilk	2.335
NM_001259933	Eip78C	-1.588
NM_001259934	Eip78C	-1.498
NM_001259936	ebd2	1.671
NM_001259937	rgn	3.041
NM_001259938	Mkrn1	2.986
NM_001259944	mub	2.554
NM_001259945	mub	2.033
NM_001259946	mub	1.978
NM_001259947	mub	1.872
NM_001259948	CG7470	6.716
NM_001259950	srpk79D	-0.275
NM_001259951	srpk79D	-0.749
NM_001259952	srpk79D	-0.644
NM_001259953	srpk79D	-0.236
NM_001259958	SPoCk	2.993
NM_001259959	jim	1.906
NM_001259961	nrm	0.302
NM_001259962	nrm	1.160
NM_001259964	nrm	0.910
NM_001259968	CG40045	5.468
NM_001259970	CG12582	5.540
NM_001259973	CG34112	4.414
NM_001259974	CG34112	4.103
NM_001259975	CG34112	4.074
NM_001259976	CG31522	6.165
NM_001259977	CG31522	5.970
NM_001259978	CG31522	5.980
NM_001259979	MED31	3.520
NM_001259981	CG12001	1.932
NM_001259982	CG43427	4.563
NM_001259983	CG43427	4.391
NM_001259984	CG43427	4.390
NM_001259985	Nep2	0.162
NM_001259986	tacc	2.949
NM_001259987	UbcD6	4.551
NM_001259988	UbcD6	4.698
NM_001259989	CG14661	2.630
NM_001259992	corto	1.059
NM_001259993	corto	0.390
NM_001259994	corto	1.612
NM_001259997	CG1115	4.126
NM_001259998	CG1115	4.086
NM_001259999	l(3)82Fd	4.471
NM_001260000	l(3)82Fd	4.132
NM_001260001	l(3)82Fd	4.638
NM_001260002	CG1172	2.102
NM_001260003	sec23	5.262
NM_001260004	sec23	5.269
NM_001260005	sec23	5.196
NM_001260006	CG2082	1.365
NM_001260008	CG1213	7.575
NM_001260009	Rm62	6.147
NM_001260010	Rm62	6.323
NM_001260011	Rm62	6.333
NM_001260012	Rm62	6.431
NM_001260019	CG15186	2.252
NM_001260020	CG15186	2.156
NM_001260021	CG15186	1.992
NM_001260022	CG15186	2.139
NM_001260023	Taf1	2.600
NM_001260024	lab	1.876
NM_001260027	CG1965	2.292
NM_001260028	CG1104	3.512
NM_001260029	lap	2.237
NM_001260030	lap	2.579
NM_001260031	lap	2.021
NM_001260033	alpha-Est10	2.952
NM_001260034	alpha-Est10	3.042
NM_001260036	alpha-Est5	5.195
NM_001260037	Nlg1	-1.203
NM_001260043	Prat	2.621
NM_001260044	CG2678	0.742
NM_001260046	CG2698	2.738
NM_001260047	CG2698	2.749
NM_001260054	CG9626	1.182
NM_001260055	CG9626	1.186
NM_001260057	CG9603	7.687
NM_001260058	stck	5.155
NM_001260062	CG8112	4.011
NM_001260065	CG11768	1.544
NM_001260067	CG8369	3.301
NM_001260068	CG8369	2.706
NM_001260069	pyd	1.799
NM_001260071	pyd	1.544
NM_001260072	pyd	1.972
NM_001260073	pum	-0.290
NM_001260074	RhoL	6.193
NM_001260075	rump	4.167
NM_001260076	SpdS	2.309
NM_001260077	Scm	1.922
NM_001260081	CG16817	6.778
NM_001260083	Glut4EF	1.299
NM_001260085	Mical	2.573
NM_001260086	Mical	2.692
NM_001260087	Mical	2.559
NM_001260088	Fmr1	2.741
NM_001260089	Best1	3.338
NM_001260090	CG43143	2.094
NM_001260091	CG43143	1.893
NM_001260092	Rfx	-0.342
NM_001260093	Rfx	-0.056
NM_001260094	Rfx	-0.376
NM_001260095	cwo	2.901
NM_001260096	cwo	2.727
NM_001260099	pug	4.079
NM_001260100	fau	4.716
NM_001260101	fau	4.784
NM_001260102	Cad86C	-0.140
NM_001260103	Cad86C	-0.144
NM_001260104	Cad86C	-0.132
NM_001260105	Cad86C	-0.224
NM_001260106	CG42394	3.883
NM_001260107	SelR	2.066
NM_001260108	Tsp86D	1.921
NM_001260111	CG17721	2.026
NM_001260112	CG17721	1.782
NM_001260113	CG31388	0.236
NM_001260114	CG17734	4.648
NM_001260115	pros	-2.398
NM_001260116	pros	-2.481
NM_001260117	pros	-2.422
NM_001260119	CG6744	2.673
NM_001260120	sals	1.886
NM_001260121	sals	1.928
NM_001260122	sals	1.893
NM_001260123	PGRP-LB	5.142
NM_001260124	PGRP-LB	5.089
NM_001260125	PGRP-LB	4.689
NM_001260127	CG6923	2.502
NM_001260129	l(3)neo38	1.315
NM_001260130	l(3)neo38	1.417
NM_001260131	l(3)neo38	1.385
NM_001260132	l(3)neo38	1.791
NM_001260133	l(3)neo38	1.432
NM_001260134	l(3)neo38	1.420
NM_001260135	l(3)neo38	1.392
NM_001260136	l(3)neo38	1.313
NM_001260137	mfas	4.290
NM_001260138	CG14741	1.150
NM_001260139	CG14741	1.107
NM_001260140	CG14741	0.969
NM_001260146	pps	2.187
NM_001260151	CG7518	1.936
NM_001260152	CG7518	1.922
NM_001260159	sqd	4.496
NM_001260161	Abi	3.146
NM_001260162	Abi	3.186
NM_001260166	CG12207	5.306
NM_001260167	CG12207	5.400
NM_001260168	CG12207	5.402
NM_001260169	su(Hw)	2.255
NM_001260170	RpII15	3.573
NM_001260171	pr-set7	0.842
NM_001260172	CG8538	1.461
NM_001260173	CG8538	1.463
NM_001260174	NK7.1	1.274
NM_001260175	l(3)L1231	2.194
NM_001260176	CG43162	2.726
NM_001260177	CG43162	2.971
NM_001260178	CG43162	1.947
NM_001260179	CG43162	2.951
NM_001260180	btsz	1.230
NM_001260182	VhaPPA1-1	7.793
NM_001260183	Mf	4.801
NM_001260184	Mf	6.084
NM_001260185	Mf	6.111
NM_001260190	Tm1	5.643
NM_001260191	Tm1	5.875
NM_001260194	wah	2.571
NM_001260195	wah	2.544
NM_001260196	wah	2.568
NM_001260197	wah	2.517
NM_001260199	srp	-0.905
NM_001260200	msps	2.128
NM_001260201	msps	2.118
NM_001260202	msps	2.161
NM_001260203	CG6006	1.038
NM_001260204	CG6006	1.076
NM_001260205	CG6006	1.047
NM_001260206	bor	3.866
NM_001260208	gish	4.097
NM_001260209	gish	4.196
NM_001260210	SF2	4.286
NM_001260216	abd-A	-1.191
NM_001260217	CG8907	6.399
NM_001260219	kuk	1.144
NM_001260220	lute	2.267
NM_001260221	lute	2.248
NM_001260223	CREG	5.181
NM_001260224	sll	2.473
NM_001260226	CG43102	-0.290
NM_001260227	CG43102	-0.265
NM_001260228	CG43102	0.078
NM_001260247	PP2A-B'	4.523
NM_001260248	PP2A-B'	4.566
NM_001260249	PP2A-B'	4.387
NM_001260250	PP2A-B'	3.838
NM_001260255	CG14299	2.474
NM_001260256	CG42613	-0.022
NM_001260257	CG42613	-0.152
NM_001260258	CG42613	-0.199
NM_001260260	CG5451	1.501
NM_001260261	CG5451	1.392
NM_001260262	cdi	4.183
NM_001260263	CG6040	0.218
NM_001260266	CG5316	2.913
NM_001260268	CG4733	1.065
NM_001260269	CG4733	1.045
NM_001260271	CG17190	3.426
NM_001260272	CG4433	2.931
NM_001260273	cic	2.438
NM_001260274	cic	2.365
NM_001260275	cic	2.818
NM_001260283	Calx	3.926
NM_001260284	Calx	3.985
NM_001260285	Calx	4.037
NM_001260286	Calx	3.556
NM_001260292	Mvl	5.819
NM_001260293	Cortactin	4.801
NM_001260294	Cortactin	4.802
NM_001260295	Cortactin	4.834
NM_001260296	CG5793	3.484
NM_001260297	CG5793	4.559
NM_001260298	Ubpy	2.211
NM_001260299	mod(mdg4)	4.272
NM_001260300	mod(mdg4)	4.272
NM_001260302	CG31431	4.002
NM_001260303	CG31431	4.240
NM_001260304	SKIP	0.130
NM_001260305	SKIP	0.118
NM_001260306	CG7084	2.393
NM_001260308	CG5380	1.357
NM_001260310	CG5315	6.081
NM_001260311	loco	2.791
NM_001260312	loco	2.967
NM_001260313	loco	2.900
NM_001260314	CG6954	1.189
NM_001260315	CG6954	1.643
NM_001260316	CG6954	1.637
NM_001260322	Nha2	3.715
NM_001260323	p53	1.759
NM_001260324	unk	1.326
NM_001260325	unk	1.221
NM_001260326	unk	1.047
NM_001260327	cnc	5.191
NM_001260328	cnc	5.198
NM_001260329	cnc	5.108
NM_001260330	cnc	4.733
NM_001260331	cnc	4.697
NM_001260332	cnc	5.109
NM_001260333	cnc	5.105
NM_001260334	CG13827	2.719
NM_001260335	ATPsyn-Cf6	7.260
NM_001260337	Nup98	2.612
NM_001260338	mbc	2.777
NM_001260342	sba	1.439
NM_001260343	CG12268	1.091
NM_001260344	AP-1sigma	4.723
NM_001260345	AP-1sigma	4.743
NM_001260346	CG31140	-1.131
NM_001260347	Rab7	6.473
NM_001260348	Rab7	6.497
NM_001260349	CG18428	2.269
NM_001260350	Spase22-23	4.735
NM_001260351	mask	2.895
NM_001260352	CG6364	2.576
NM_001260353	CG6364	2.707
NM_001260354	CG6364	2.697
NM_001260355	crb	1.776
NM_001260357	CG5789	3.641
NM_001260358	Esyt2	2.306
NM_001260359	mld	-0.131
NM_001260360	mld	-0.185
NM_001260363	ash2	3.691
NM_001260367	HdacX	2.168
NM_001260372	RpS27	9.308
NM_001260373	Nup358	3.001
NM_001260378	CG31091	0.764
NM_001260380	gro	2.737
NM_001260381	CG31323	2.335
NM_001260383	CG31086	7.451
NM_001260384	CG6073	2.415
NM_001260388	CG6490	-1.315
NM_001260389	scrib	3.500
NM_001260390	scrib	3.913
NM_001260391	scrib	3.515
NM_001260392	scrib	3.404
NM_001260393	scrib	3.761
NM_001260394	sda	3.140
NM_001260395	CG31075	5.022
NM_001260396	CG6051	3.943
NM_001260397	woc	2.840
NM_001260398	mrt	3.476
NM_001260399	mrt	3.477
NM_001260400	mrt	3.432
NM_001260401	mrt	3.463
NM_001260402	mrt	3.478
NM_001260410	Klp98A	1.778
NM_001260414	CG5508	2.926
NM_001260417	larp	4.468
NM_001260418	larp	4.333
NM_001260419	larp	4.332
NM_001260421	CG9990	3.603
NM_001260422	CG9990	3.582
NM_001260423	AR-2	2.765
NM_001260424	Doa	3.183
NM_001260425	Doa	3.279
NM_001260427	alph	4.305
NM_001260429	CG7582	2.029
NM_001260431	CG1969	3.343
NM_001260432	CG1969	3.235
NM_001260433	RpS8	10.226
NM_001260437	Fer1HCH	10.056
NM_001260438	Fer1HCH	9.916
NM_001260439	aralar1	4.417
NM_001260442	tmod	3.112
NM_001260443	tmod	2.903
NM_001260444	tmod	3.096
NM_001260448	CanA1	0.033
NM_001260449	CanA1	-0.283
NM_001260450	CG15556	2.246
NM_001260451	CG15556	2.255
NM_001260453	CG1746	8.770
NM_001260454	CG1746	8.900
NM_001260455	CG1746	9.715
NM_001260456	CG12054	2.710
NM_001260457	CG12054	2.455
NM_001260458	faf	3.741
NM_001260459	faf	3.707
NM_001260460	faf	3.619
NM_001260461	faf	3.738
NM_001260462	CG2118	3.053
NM_001260463	CG2118	2.970
NM_001260469	heph	-0.816
NM_001260470	heph	-0.933
NM_001260471	krz	2.440
NM_001260472	mod	5.499
NM_057217	Gpdh	6.555
NM_057218	Gpdh	6.560
NM_057219	Gpdh	6.449
NM_057220	grk	0.843
NM_057222	Gs1	4.222
NM_057224	her	2.265
NM_057225	hk	3.271
NM_057227	Hsf	3.199
NM_057228	hth	0.279
NM_057230	hth	0.908
NM_057233	ImpL3	4.885
NM_057238	Jra	4.565
NM_057241	kel	1.267
NM_057242	Khc	4.714
NM_057243	kz	0.738
NM_057245	l(1)1Bi	1.055
NM_057246	ifc	6.496
NM_057247	eIF-4a	8.892
NM_057248	Sop2	5.933
NM_057249	Sos	2.315
NM_057250	stc	3.274
NM_057251	stc	3.246
NM_057252	esg	2.795
NM_057254	Gli	3.673
NM_057255	AnnIX	5.980
NM_057256	AnnIX	5.887
NM_057257	crp	2.278
NM_057258	Lim3	1.355
NM_057259	l(2)37Cc	6.091
NM_057260	CG10561	1.439
NM_057261	Aats-asp	6.548
NM_057262	dre4	3.011
NM_057263	sas	0.317
NM_057265	lab	2.029
NM_057266	lace	4.224
NM_057267	AnnX	2.385
NM_057268	Lam	2.118
NM_057269	LanA	1.027
NM_057270	LanB1	2.433
NM_057277	Mal-A2	7.645
NM_057278	Appl	-1.023
NM_057279	Mal-A1	12.190
NM_057280	Mal-A3	7.753
NM_057281	RpL36	9.537
NM_057282	RpLP1	10.613
NM_057283	RpL19	9.912
NM_057284	RpS3	9.751
NM_057286	mei-S332	-0.844
NM_057288	mago	3.405
NM_057289	Aprt	3.839
NM_057291	Mlc1	6.474
NM_057292	Mlc1	6.703
NM_057293	mle	2.404
NM_057295	Mp20	7.305
NM_057298	Chrac-14	2.356
NM_057299	Chrac-14	0.606
NM_057302	nau	1.903
NM_057303	ncd	-0.566
NM_057304	neur	2.938
NM_057311	nub	4.065
NM_057313	okr	0.707
NM_057317	arm	5.212
NM_057318	arm	5.214
NM_057319	pAbp	7.582
NM_057324	Pcl	1.235
NM_057326	peb	3.858
NM_057328	Pgk	6.004
NM_057334	Pkc53E	0.331
NM_057336	pn	2.444
NM_057339	Ptp61F	3.369
NM_057340	Ptp61F	3.064
NM_057343	Pros29	6.149
NM_057345	abd-A	-1.056
NM_057349	pyd	2.192
NM_057351	Ras85D	3.980
NM_057352	ref(2)P	7.338
NM_057357	rod	-1.428
NM_057358	RpII140	3.650
NM_057360	RpI135	1.281
NM_057364	RanGap	2.202
NM_057366	sgg	3.993
NM_057367	sgg	4.370
NM_057368	sgg	3.697
NM_057373	Shaw	0.009
NM_057374	shg	2.510
NM_057375	shn	2.216
NM_057376	shn	2.204
NM_057377	sina	1.581
NM_057378	sl	1.446
NM_057379	sli	0.584
NM_057380	sli	0.580
NM_057381	sli	0.598
NM_057383	sm	0.301
NM_057387	Sod	8.320
NM_057388	sog	1.135
NM_057389	sol	2.897
NM_057390	sol	2.764
NM_057391	alpha-Spec	4.947
NM_057397	Btk29A	0.091
NM_057398	Btk29A	0.300
NM_057402	sta	9.645
NM_057403	stau	2.261
NM_057405	Su(dx)	4.329
NM_057406	su(s)	2.583
NM_057407	Su(var)205	5.080
NM_057408	su(w[a])	4.679
NM_057410	Egfr	2.061
NM_057411	Egfr	2.085
NM_057412	Top2	2.041
NM_057413	awd	8.432
NM_057415	tra2	2.721
NM_057416	tra2	2.817
NM_057417	tra2	2.560
NM_057418	tra2	2.556
NM_057421	trx	0.177
NM_057422	trx	0.266
NM_057423	alphaTry	12.793
NM_057424	alphaTub84B	8.073
NM_057425	tud	3.403
NM_057426	tup	0.360
NM_057427	tup	0.385
NM_057428	RpL40	10.095
NM_057429	Axs	1.160
NM_057430	RpS27A	10.440
NM_057432	ush	-0.176
NM_057433	usp	3.166
NM_057438	vnd	4.352
NM_057442	wb	-1.128
NM_057453	Vha16-1	9.421
NM_057456	gammaTub23C	1.298
NM_057457	mts	6.224
NM_057458	Hrb87F	4.044
NM_057459	Hrb87F	4.497
NM_057460	Dpt	-0.546
NM_057465	porin	8.279
