transcript_name	Gene_name	RAL-857-Challenged
NM_001201851	SmB	4.495
NM_001201852	CG6232	0.549
NM_001201853	RluA-2	1.509
NM_001201854	RluA-2	1.425
NM_001201855	Myo31DF	5.755
NM_001201856	Lip4	1.711
NM_001201857	Trim9	3.975
NM_001201862	Mal-B2	2.679
NM_001201865	SC35	4.153
NM_001201867	loqs	2.693
NM_001201877	wb	-0.186
NM_001201878	wb	-0.203
NM_001201879	wb	-0.223
NM_001201880	wb	-0.189
NM_001201886	l(2)35Bc	1.827
NM_001201887	CG3975	2.082
NM_001201893	CG31808	3.373
NM_001201895	tweek	1.404
NM_001201896	tweek	1.405
NM_001201897	tweek	1.398
NM_001201898	tweek	1.411
NM_001201903	Sytalpha	0.992
NM_001201904	Sytalpha	0.952
NM_001201907	ninaD	3.277
NM_001201908	Pde11	3.159
NM_001201909	Pde11	3.209
NM_001201912	CG10702	0.321
NM_001201913	brat	0.076
NM_001201915	pigeon	1.073
NM_001201917	lectin-37Da	7.260
NM_001201918	lectin-37Db	8.207
NM_001201919	CG16771	4.585
NM_001201920	CG16771	4.518
NM_001201921	CG10165	5.833
NM_001201922	CG10165	5.247
NM_001201926	fok	5.495
NM_001201927	Kua	3.079
NM_001201928	CG9331	6.722
NM_001201929	CG9331	6.815
NM_001201930	CG9331	6.775
NM_001201931	CG9331	6.630
NM_001201933	CG42748	2.713
NM_001201937	CG34212	3.988
NM_001201938	CG7845	3.456
NM_001201939	mim	1.369
NM_001201940	mim	1.116
NM_001201941	mim	1.181
NM_001201942	CG17002	2.611
NM_001201943	CG17002	2.534
NM_001201944	CG1358	1.531
NM_001201945	Lpin	5.085
NM_001201946	Lpin	4.873
NM_001201947	Lpin	4.877
NM_001201949	Lpin	4.960
NM_001201950	Lpin	4.904
NM_001201952	Lpin	5.100
NM_001201953	Lpin	4.934
NM_001201954	Lpin	5.060
NM_001201955	Lpin	4.810
NM_001201957	Su(var)2-10	3.065
NM_001201958	Su(var)2-10	2.797
NM_001201959	Su(var)2-10	3.026
NM_001201960	CG11784	0.520
NM_001201961	CG18659	4.261
NM_001201962	CG18659	4.385
NM_001201963	Hydr1	4.568
NM_001201964	CG8026	5.578
NM_001201966	Pkn	4.696
NM_001201967	Pkn	4.751
NM_001201968	Pkn	4.791
NM_001201969	CG1516	3.746
NM_001201970	mRpL42	3.750
NM_001201975	CG33144	4.378
NM_001201978	CG42336	4.483
NM_001201980	CG42700	1.132
NM_001201982	CG8520	3.961
NM_001201983	Sin3A	3.492
NM_001201984	Sin3A	3.434
NM_001201986	CG42663	3.633
NM_001201987	Taz	4.353
NM_001201990	CG42321	2.816
NM_001201992	Cp1	7.197
NM_001201993	CG42806	4.752
NM_001201994	CG6701	5.090
NM_001201995	CG6701	4.930
NM_001201996	RN-tre	2.697
NM_001201997	CG8331	5.696
NM_001201998	CG8331	6.037
NM_001201999	CG8331	6.194
NM_001202002	Pcf11	3.610
NM_001202003	CG10249	3.553
NM_001202004	CG10249	3.441
NM_001202005	CG10249	3.795
NM_001202006	CG10253	3.763
NM_001202007	CG10253	3.733
NM_001202008	CG10253	3.679
NM_001202009	Lap1	1.344
NM_001202010	aPKC	4.095
NM_001202011	aPKC	4.299
NM_001202012	aPKC	4.866
NM_001202020	Strn-Mlck	0.868
NM_001202023	Strn-Mlck	2.152
NM_001202024	Strn-Mlck	2.468
NM_001202028	CG8446	3.556
NM_001202029	CG8446	5.011
NM_001202030	CG42837	5.006
NM_001202031	Cng	-0.183
NM_001202033	CG30460	0.704
NM_001202040	CG42856	1.321
NM_001202041	CG42351	1.402
NM_001202042	CG42351	1.832
NM_001202043	CG15093	5.940
NM_001202048	hts	4.361
NM_001202056	stl	0.824
NM_001202058	CG42678	1.864
NM_001202059	CG42678	2.072
NM_001202060	CG42678	1.852
NM_001202063	CG3800	5.748
NM_001202064	CG9849	4.016
NM_001202069	CG3363	1.311
NM_001202070	Mmp1	5.141
NM_001202071	Mmp1	5.280
NM_001202072	Mmp1	5.193
NM_001202073	Mmp1	5.429
NM_001202074	Mmp1	5.255
NM_001202075	Mmp1	5.142
NM_001202076	Mmp1	5.291
NM_001202078	NaCP60E	-3.250
NM_001202079	zip	6.042
NM_001202080	zip	6.035
NM_001202081	zip	6.044
NM_001202082	zip	5.964
NM_001202083	Pdk1	4.326
NM_001202087	Sac1	4.474
NM_001202088	CG13917	1.990
NM_001202091	CG42676	1.958
NM_001202093	CG12024	1.223
NM_001202094	R	4.752
NM_001202097	CG13800	1.570
NM_001202098	CG13800	1.629
NM_001202100	CG42669	4.116
NM_001202101	CG42669	4.647
NM_001202102	CG42669	4.042
NM_001202103	CG42669	4.124
NM_001202104	CG42669	5.217
NM_001202105	CG42669	3.656
NM_001202106	CG16986	4.959
NM_001202107	CG1246	7.911
NM_001202112	kst	5.125
NM_001202113	Eip63E	3.501
NM_001202114	CG32264	3.669
NM_001202115	Scsalpha	5.753
NM_001202116	Eip63F-1	3.860
NM_001202117	Eip63F-1	5.402
NM_001202118	Eip63F-1	3.735
NM_001202119	CG43367	2.340
NM_001202121	Src64B	0.960
NM_001202122	Src64B	1.019
NM_001202123	BG642312	3.307
NM_001202124	CG42714	3.725
NM_001202125	dikar	0.637
NM_001202126	Sh3beta	5.867
NM_001202127	Sh3beta	5.410
NM_001202128	Sh3beta	4.640
NM_001202129	akirin	4.041
NM_001202130	akirin	4.815
NM_001202131	akirin	5.024
NM_001202135	Ank2	-2.123
NM_001202136	Ank2	-2.188
NM_001202138	Ank2	-1.999
NM_001202139	Ank2	-2.090
NM_001202140	Ank2	-1.961
NM_001202141	Ank2	-3.639
NM_001202142	Fhos	3.035
NM_001202143	Fhos	2.917
NM_001202145	Galk	3.942
NM_001202146	Fdxh	2.651
NM_001202153	CG42671	3.073
NM_001202154	CG42671	2.872
NM_001202155	CG42671	3.061
NM_001202159	CG42588	0.519
NM_001202161	bru-3	0.142
NM_001202162	bru-3	0.189
NM_001202163	bru-3	0.220
NM_001202164	bru-3	0.224
NM_001202165	bru-3	0.236
NM_001202166	bru-3	-0.442
NM_001202167	bru-3	0.094
NM_001202168	bru-3	0.036
NM_001202169	bru-3	0.212
NM_001202170	bru-3	0.221
NM_001202171	bru-3	0.121
NM_001202172	Hsc70Cb	5.869
NM_001202173	Hsc70Cb	5.880
NM_001202174	Hsc70Cb	5.813
NM_001202175	Hsc70Cb	5.810
NM_001202176	CG6833	2.884
NM_001202179	Cep135	0.098
NM_001202181	mex1	7.962
NM_001202183	RhoGAP71E	1.851
NM_001202185	CG17028	4.771
NM_001202193	Lmpt	4.193
NM_001202194	Exn	3.262
NM_001202195	CG7580	5.821
NM_001202196	CG7580	6.033
NM_001202197	Jon74E	-0.534
NM_001202202	asf1	3.114
NM_001202203	wnd	4.340
NM_001202207	CG14184	4.248
NM_001202208	CG42674	4.153
NM_001202210	CG6597	3.915
NM_001202213	CG32428	3.344
NM_001202215	Pka-R1	5.155
NM_001202216	Pka-R1	4.854
NM_001202217	Pka-R1	4.766
NM_001202218	Pka-R1	4.732
NM_001202219	Pka-R1	4.749
NM_001202220	Pka-R1	4.836
NM_001202221	Pka-R1	5.105
NM_001202222	Hr78	4.046
NM_001202223	Hr78	4.055
NM_001202224	MED1	2.407
NM_001202226	CG7414	5.269
NM_001202227	CG7414	5.388
NM_001202228	CG32448	2.267
NM_001202230	P5CDh1	3.032
NM_001202231	srpk79D	-0.371
NM_001202232	srpk79D	-0.516
NM_001202235	tub	3.277
NM_001202236	CG14646	3.005
NM_001202238	tacc	5.115
NM_001202239	tacc	4.332
NM_001202240	tacc	4.019
NM_001202241	CG42574	2.857
NM_001202242	CG42574	3.041
NM_001202243	CG42574	2.914
NM_001202244	CG42574	2.943
NM_001202245	CG42574	2.853
NM_001202246	CG42574	2.840
NM_001202247	CG42574	3.024
NM_001202253	Rm62	6.809
NM_001202255	CG42724	3.602
NM_001202256	CG42724	3.703
NM_001202257	CG42724	3.148
NM_001202258	CG42724	3.523
NM_001202259	Zif	4.119
NM_001202263	CG42656	5.308
NM_001202264	CG42489	3.346
NM_001202266	Pif1A	1.967
NM_001202268	skap	6.267
NM_001202269	skap	6.273
NM_001202270	ps	2.221
NM_001202271	ps	3.332
NM_001202272	ps	3.799
NM_001202273	ps	3.877
NM_001202274	ps	3.777
NM_001202280	fau	5.303
NM_001202281	CG6621	2.309
NM_001202282	CG5961	3.819
NM_001202283	CG12267	1.425
NM_001202284	kar	2.227
NM_001202286	poly	3.851
NM_001202287	CCHa2	5.256
NM_001202288	CCHa2	5.215
NM_001202292	CG3321	5.717
NM_001202293	CG42788	0.869
NM_001202294	CG42727	1.568
NM_001202295	CG6136	1.700
NM_001202299	CG5516	3.427
NM_001202300	CG32856	1.897
NM_001202301	mor	3.558
NM_001202302	GATAe	4.403
NM_001202303	GATAe	4.436
NM_001202304	Mhcl	3.104
NM_001202307	Cctgamma	6.165
NM_001202308	Cctgamma	6.175
NM_001202309	cher	2.468
NM_001202319	CG16718	1.108
NM_001202320	CG42668	4.614
NM_001202321	CG42668	4.395
NM_001202322	CG42668	4.364
NM_001202323	CG42668	4.436
NM_001202325	MtnE	5.956
NM_001202326	pre-mod(mdg4)-T	2.475
NM_001202327	pre-mod(mdg4)-Z	2.475
NM_001202328	pre-mod(mdg4)-X	1.417
NM_001202329	pre-mod(mdg4)-Y	1.884
NM_001202330	pre-mod(mdg4)-AD	1.740
NM_001202331	pre-mod(mdg4)-AE	1.935
NM_001202332	pre-mod(mdg4)-W	1.719
NM_001202333	pre-mod(mdg4)-V	0.030
NM_001202337	CG6954	1.817
NM_001202338	wfs1	4.110
NM_001202339	CG17618	0.701
NM_001202340	sav	2.938
NM_001202341	Ir	4.026
NM_001202343	CG16732	3.827
NM_001202345	4EHP	3.206
NM_001202346	4EHP	2.014
NM_001202347	Syx1A	3.811
NM_001202348	CG13607	0.799
NM_001202349	CG13607	0.806
NM_001202354	CG31381	1.378
NM_001202355	CG31381	2.768
NM_001202356	CG31381	2.772
NM_001202357	CG11089	3.423
NM_001202358	CG11089	2.840
NM_001202359	CG11089	2.768
NM_001202360	CG11089	2.772
NM_001202364	gro	3.499
NM_001202365	gro	3.486
NM_001202366	RpL34a	6.202
NM_001202376	CG9990	3.644
NM_001202379	Ef1gamma	7.634
NM_001202380	Ptp99A	2.037
NM_001202381	CG2006	1.720
NM_001202382	Cad99C	-1.278
NM_001202383	CG7824	0.964
NM_001202384	CG7816	6.023
NM_001202385	CG7816	5.889
NM_001202386	CG7816	5.894
NM_001202390	tmod	3.458
NM_001202391	tmod	3.720
NM_001202392	CG2246	4.493
NM_001202393	CG2246	4.422
NM_001202394	CG2246	4.523
NM_001202395	CG2246	4.682
NM_001202396	CG2246	4.672
NM_001202397	CG2246	4.550
NM_001202400	ttk	2.233
NM_001202401	ttk	3.577
NM_001258471	plexB	1.792
NM_001258472	ci	-0.144
NM_001258473	ci	-0.272
NM_001258475	RpS3A	8.689
NM_001258476	pan	1.514
NM_001258477	pan	1.355
NM_001258478	CG33978	-0.526
NM_001258479	CG2219	4.350
NM_001258480	CG2316	4.584
NM_001258481	CG31998	1.915
NM_001258482	Crk	4.678
NM_001258483	Crk	4.533
NM_001258484	CG1674	2.672
NM_001258485	CG1674	2.578
NM_001258487	RhoGAP102A	-0.221
NM_001258491	Hcf	2.479
NM_001258496	zfh2	-2.359
NM_001258497	unc-13	2.275
NM_001258498	unc-13	2.464
NM_001258499	plexA	1.951
NM_001258500	CG11076	4.760
NM_001258501	Zyx	4.141
NM_001258506	CG33521	3.322
NM_001258507	Mitf	4.271
NM_001258508	Mitf	4.081
NM_001258510	Caps	0.283
NM_001258511	Caps	0.286
NM_001258514	ewg	2.413
NM_001258515	ewg	2.278
NM_001258518	elav	-0.757
NM_001258519	Appl	-1.645
NM_001258520	Appl	-1.566
NM_001258521	Appl	-1.578
NM_001258522	Appl	-1.650
NM_001258523	Appl	-1.578
NM_001258524	Hmt4-20	2.884
NM_001258525	CG13358	0.900
NM_001258527	TRAM	3.868
NM_001258528	su(w[a])	4.343
NM_001258529	su(w[a])	4.286
NM_001258531	CG3638	1.908
NM_001258532	futsch	-1.214
NM_001258535	CG32809	-0.934
NM_001258537	CG32809	-0.932
NM_001258538	CG32809	-0.943
NM_001258540	Adar	1.394
NM_001258541	Adar	2.036
NM_001258542	Adar	1.936
NM_001258543	Adar	1.676
NM_001258544	Adar	1.564
NM_001258545	Adar	1.739
NM_001258546	Adar	1.998
NM_001258547	Adar	1.609
NM_001258548	Adar	1.155
NM_001258549	CG42666	2.450
NM_001258550	CG42666	2.587
NM_001258551	CG42666	2.570
NM_001258552	CG42666	2.182
NM_001258554	Edem1	1.812
NM_001258555	east	1.853
NM_001258556	east	2.163
NM_001258557	CG3191	2.070
NM_001258559	ptr	5.040
NM_001258560	ptr	5.222
NM_001258561	tko	2.033
NM_001258562	trol	2.353
NM_001258563	trol	2.609
NM_001258564	trol	2.201
NM_001258565	trol	2.327
NM_001258566	trol	2.412
NM_001258567	trol	2.476
NM_001258568	trol	2.507
NM_001258569	trol	2.445
NM_001258570	trol	2.257
NM_001258571	trol	2.447
NM_001258572	Pdfr	1.510
NM_001258573	CG13760	2.379
NM_001258574	wds	2.840
NM_001258575	Tsp3A	2.366
NM_001258580	CG32795	4.789
NM_001258581	N	-1.323
NM_001258582	Parg	1.678
NM_001258583	Mnt	2.733
NM_001258584	Mnt	2.765
NM_001258587	cib	6.470
NM_001258588	tyf	2.125
NM_001258589	tyf	2.152
NM_001258590	tyf	2.017
NM_001258591	tyf	2.121
NM_001258592	tyf	2.120
NM_001258594	CG43134	6.810
NM_001258595	CG43134	6.686
NM_001258601	ctp	5.478
NM_001258603	yu	3.756
NM_001258604	Mlc-c	7.605
NM_001258605	Tre1	1.647
NM_001258606	CG15773	-0.078
NM_001258607	MAPk-Ak2	6.184
NM_001258611	rux	1.871
NM_001258612	CG5941	4.321
NM_001258615	Ca-alpha1T	-0.699
NM_001258616	Ca-alpha1T	-0.717
NM_001258618	CG14446	0.421
NM_001258619	CG3566	3.347
NM_001258620	CG15896	2.316
NM_001258621	pigs	3.330
NM_001258622	Ctr1A	4.155
NM_001258623	Ctr1A	4.027
NM_001258624	Ctr1A	4.184
NM_001258625	pod1	3.290
NM_001258628	ogre	2.238
NM_001258629	ogre	1.860
NM_001258638	Pdp	2.798
NM_001258639	Rab39	3.723
NM_001258645	sdt	2.840
NM_001258646	sdt	3.460
NM_001258647	sdt	2.550
NM_001258650	lawc	2.614
NM_001258651	lawc	2.192
NM_001258652	Nrg	2.309
NM_001258654	Moe	6.918
NM_001258655	Moe	7.031
NM_001258657	HP1b	2.682
NM_001258658	CG7766	3.687
NM_001258659	CG7766	3.695
NM_001258660	AP-1gamma	4.557
NM_001258661	AP-1gamma	4.448
NM_001258662	amx	2.966
NM_001258663	CG34449	2.704
NM_001258665	CG42262	3.142
NM_001258667	CG32694	1.795
NM_001258668	CG32694	1.561
NM_001258677	CG32685	2.376
NM_001258678	CG32685	2.393
NM_001258679	CG32685	2.247
NM_001258685	nocte	3.481
NM_001258686	CG2889	2.223
NM_001258687	Imp	1.771
NM_001258688	CG15199	4.029
NM_001258691	CG34348	2.467
NM_001258692	CG1597	2.410
NM_001258693	dlg1	2.859
NM_001258694	dlg1	2.781
NM_001258696	CG2247	2.789
NM_001258697	CG2247	2.774
NM_001258698	CG2247	2.759
NM_001258699	CkIIbeta	4.137
NM_001258700	CkIIbeta	3.760
NM_001258701	CkIIbeta	4.404
NM_001258702	CG43154	2.952
NM_001258703	CG43154	2.492
NM_001258704	CG10353	3.322
NM_001258706	pot	1.069
NM_001258715	tomosyn	3.552
NM_001258722	HDAC4	2.462
NM_001258723	up	6.496
NM_001258724	up	6.724
NM_001258725	Tango2	2.346
NM_001258729	g	2.052
NM_001258730	CG32626	5.211
NM_001258731	CG32626	5.857
NM_001258732	mamo	0.057
NM_001258734	ben	4.792
NM_001258738	NetA	4.168
NM_001258742	Ag5r	6.979
NM_001258743	rut	1.823
NM_001258744	CG9009	5.504
NM_001258745	be	3.584
NM_001258746	rab3-GEF	-1.597
NM_001258750	Top1	3.892
NM_001258751	HDAC6	3.246
NM_001258752	HDAC6	3.049
NM_001258765	CG9240	3.180
NM_001258766	PGRP-LE	4.518
NM_001258767	sd	3.756
NM_001258768	sd	4.076
NM_001258769	sd	4.233
NM_001258770	sd	3.346
NM_001258771	sd	3.829
NM_001258772	sd	3.849
NM_001258773	sd	3.959
NM_001258774	Stim	4.148
NM_001258777	eas	2.622
NM_001258778	eas	3.365
NM_001258779	U2af50	5.607
NM_001258780	U2af50	5.578
NM_001258781	U2af50	5.579
NM_001258782	CG4301	5.847
NM_001258783	CG4301	5.856
NM_001258784	Traf-like	4.497
NM_001258785	Traf-like	4.333
NM_001258786	Pp2B-14D	2.392
NM_001258787	Pp2B-14D	2.579
NM_001258788	CanA-14F	0.589
NM_001258790	CG4768	3.057
NM_001258791	CG9132	3.947
NM_001258792	CG13004	1.796
NM_001258794	CG9086	3.795
NM_001258796	CG8949	3.392
NM_001258799	CG7206	3.350
NM_001258800	scu	5.012
NM_001258801	RhoGAP16F	5.043
NM_001258802	CG7192	4.277
NM_001258803	wupA	5.852
NM_001258804	wupA	6.266
NM_001258805	wupA	6.818
NM_001258807	ari-1	3.127
NM_001258811	CrebB-17A	3.055
NM_001258813	Pk17E	2.575
NM_001258814	Pk17E	2.864
NM_001258815	CG7990	0.964
NM_001258817	kek5	2.315
NM_001258819	CG14200	1.849
NM_001258820	CG14200	1.848
NM_001258821	Pfrx	3.621
NM_001258822	Pfrx	3.527
NM_001258823	Pfrx	3.451
NM_001258824	CoRest	1.941
NM_001258825	CoRest	1.843
NM_001258826	CoRest	2.624
NM_001258827	Tao-1	2.843
NM_001258829	RpS10b	8.845
NM_001258830	CG14220	2.457
NM_001258831	CG14207	6.621
NM_001258833	Cdc42	6.537
NM_001258834	Cdc42	6.505
NM_001258835	Cdc42	6.536
NM_001258836	CG14231	2.938
NM_001258837	CG14232	3.028
NM_001258838	CG14235	6.957
NM_001258841	CG15618	0.827
NM_001258842	CG32529	2.891
NM_001258843	CG32529	3.479
NM_001258844	CG32529	3.499
NM_001258845	CG32529	3.651
NM_001258846	Nep3	2.047
NM_001258847	Nep3	1.928
NM_001258851	RhoGAP19D	2.386
NM_001258858	shakB	-1.527
NM_001258859	shakB	-2.156
NM_001258862	slgA	2.167
NM_001258863	slgA	2.204
NM_001258864	slgA	2.235
NM_001258865	slgA	2.252
NM_001258866	slgA	2.258
NM_001258867	slgA	2.161
NM_001258868	CG14614	2.170
NM_001258869	CG14614	2.198
NM_001258870	CG14619	2.284
NM_001258871	CG14619	2.079
NM_001258872	l(2)gl	5.107
NM_001258873	l(2)gl	5.135
NM_001258874	l(2)gl	5.092
NM_001258875	l(2)gl	5.052
NM_001258880	dbr	3.191
NM_001258881	dbr	3.242
NM_001258882	dbr	3.244
NM_001258883	dbr	3.147
NM_001258884	galectin	4.838
NM_001258885	Sam-S	3.409
NM_001258886	CG11455	4.559
NM_001258887	spen	1.026
NM_001258889	kis	1.890
NM_001258890	kis	1.910
NM_001258891	kis	1.903
NM_001258893	CG3625	4.318
NM_001258894	crq	5.126
NM_001258898	CG3662	6.227
NM_001258900	Plap	3.714
NM_001258901	CG4896	1.580
NM_001258902	CG4896	1.585
NM_001258903	CG5001	4.054
NM_001258904	CG5001	4.166
NM_001258905	CG43348	6.934
NM_001258906	CG43349	7.964
NM_001258910	chinmo	-1.013
NM_001258911	CG18317	4.289
NM_001258912	CG18317	4.270
NM_001258914	CG31663	0.402
NM_001258915	CG7337	3.533
NM_001258916	CG10874	2.943
NM_001258921	CG9894	4.749
NM_001258922	Chd1	3.255
NM_001258923	Hydr2	5.236
NM_001258924	CG9664	4.021
NM_001258927	CG34394	4.556
NM_001258932	bowl	3.396
NM_001258933	bowl	3.432
NM_001258934	bowl	3.414
NM_001258935	CG3921	3.339
NM_001258936	CG3921	3.348
NM_001258938	CG43055	6.532
NM_001258946	dp	-2.735
NM_001258947	dp	-2.752
NM_001258950	dp	-1.914
NM_001258955	CG14023	1.812
NM_001258956	cype	6.661
NM_001258957	cype	6.578
NM_001258960	fusl	-0.987
NM_001258961	fusl	-1.045
NM_001258962	nompC	-0.677
NM_001258963	Lam	2.805
NM_001258964	Lam	2.635
NM_001258965	Oscillin	5.916
NM_001258966	Oscillin	6.106
NM_001258967	Oscillin	5.391
NM_001258968	Oscillin	5.675
NM_001258969	Oscillin	5.734
NM_001258973	Gpdh	6.533
NM_001258976	chic	8.575
NM_001258977	chic	8.332
NM_001258978	eIF-4a	8.047
NM_001258979	lid	2.697
NM_001258980	lid	2.698
NM_001258981	lid	2.666
NM_001258982	Tsp26A	0.396
NM_001258983	stai	1.146
NM_001258985	CG11236	2.763
NM_001258988	Hrb27C	5.410
NM_001258989	Hrb27C	5.202
NM_001258990	Hrb27C	4.609
NM_001258992	CG18304	0.167
NM_001258993	uif	0.064
NM_001258994	uif	0.036
NM_001258995	uif	0.038
NM_001258997	Rab30	4.193
NM_001258998	milt	4.702
NM_001258999	milt	4.820
NM_001259000	milt	4.718
NM_001259001	chm	1.096
NM_001259004	CG7231	2.776
NM_001259007	Cka	3.698
NM_001259008	Cka	3.395
NM_001259009	CG43394	2.635
NM_001259010	Snx6	5.842
NM_001259012	CG8086	1.109
NM_001259013	CG8086	1.082
NM_001259014	CG7627	3.584
NM_001259015	Pp2A-29B	5.430
NM_001259017	Glt	0.993
NM_001259019	CG13102	5.527
NM_001259020	tai	3.835
NM_001259021	Ggamma30A	2.157
NM_001259024	Gdi	6.307
NM_001259025	IP3K1	4.762
NM_001259026	CG5850	2.758
NM_001259027	CG5850	1.779
NM_001259028	CG5850	1.774
NM_001259029	CG31875	1.394
NM_001259031	Trp1	4.757
NM_001259032	porin	7.363
NM_001259037	SCAR	3.706
NM_001259038	SCAR	3.709
NM_001259039	CG16833	2.265
NM_001259040	CG16833	2.096
NM_001259041	CG16833	2.209
NM_001259042	CG16833	2.106
NM_001259043	CG16833	2.228
NM_001259044	CG16833	2.064
NM_001259046	Reps	1.906
NM_001259047	l(2)gd1	4.570
NM_001259064	crol	4.148
NM_001259065	Pde1c	2.763
NM_001259067	JhI-21	2.303
NM_001259068	CG14946	1.284
NM_001259069	bru-2	4.844
NM_001259070	bru-2	4.698
NM_001259071	bru-2	4.787
NM_001259072	bru-2	4.834
NM_001259073	bru-2	4.661
NM_001259074	vir-1	3.623
NM_001259075	vir-1	6.189
NM_001259076	SC35	3.891
NM_001259086	Vha68-2	7.476
NM_001259087	CG9932	1.781
NM_001259089	CG16974	3.556
NM_001259090	CG6043	3.398
NM_001259091	CG6043	3.306
NM_001259102	spel1	-0.848
NM_001259108	CycE	-0.360
NM_001259109	CG3793	2.323
NM_001259113	Idgf2	4.264
NM_001259114	Idgf2	4.258
NM_001259116	LSm7	3.711
NM_001259117	CG17912	2.566
NM_001259118	CG17912	2.135
NM_001259119	Mhc	5.917
NM_001259120	Mhc	5.835
NM_001259121	Mhc	5.956
NM_001259122	Mhc	5.924
NM_001259124	ApepP	4.282
NM_001259128	BicD	3.705
NM_001259129	Sgt	4.320
NM_001259130	fws	2.706
NM_001259133	CG5110	3.109
NM_001259134	CG6453	3.740
NM_001259137	qua	0.680
NM_001259150	CG10178	1.240
NM_001259152	ham	1.634
NM_001259153	CG17323	1.544
NM_001259154	CG17323	1.614
NM_001259155	CG17323	1.570
NM_001259156	Lim3	1.202
NM_001259157	Lim3	0.903
NM_001259158	Lim3	0.930
NM_001259159	Lim3	0.967
NM_001259160	Pax	5.514
NM_001259161	Pax	5.398
NM_001259162	CG10237	3.412
NM_001259165	Lar	0.753
NM_001259167	CG10462	3.877
NM_001259171	lok	2.071
NM_001259172	spir	3.851
NM_001259173	spir	3.959
NM_001259174	spir	3.890
NM_001259176	CG31688	1.870
NM_001259179	Fs(2)Ket	2.733
NM_001259180	Fs(2)Ket	2.411
NM_001259181	Fs(2)Ket	2.624
NM_001259182	Fs(2)Ket	2.520
NM_001259183	dia	1.860
NM_001259184	dia	5.160
NM_001259185	CG9336	6.208
NM_001259186	CG14401	1.423
NM_001259187	Nhe2	2.322
NM_001259188	Nhe2	3.132
NM_001259189	Dap160	3.923
NM_001259192	CG43346	1.972
NM_001259193	CG43346	3.142
NM_001259198	CG2225	-0.551
NM_001259199	CG31619	-0.436
NM_001259202	CG3635	2.738
NM_001259205	CG43266	3.236
NM_001259206	CG17715	3.397
NM_001259207	CG17715	3.433
NM_001259209	Stlk	2.589
NM_001259211	gus	3.935
NM_001259212	CG17508	5.432
NM_001259213	vlc	3.229
NM_001259214	vlc	3.292
NM_001259218	l(2)k14710	3.268
NM_001259220	CG17266	2.837
NM_001259221	CG9422	2.606
NM_001259222	Mob4	4.200
NM_001259223	l(2)01289	2.353
NM_001259224	l(2)01289	2.084
NM_001259225	Spn42Dc	4.053
NM_001259227	CG3358	2.376
NM_001259228	mim	1.395
NM_001259229	mim	1.159
NM_001259230	mim	1.096
NM_001259233	Dscam	0.861
NM_001259234	Dscam	0.874
NM_001259235	Dscam	0.863
NM_001259236	Dscam	0.863
NM_001259237	Dscam	0.874
NM_001259238	Dscam	0.863
NM_001259239	Dscam	0.863
NM_001259240	Dscam	0.857
NM_001259241	Dscam	0.861
NM_001259242	Dscam	0.869
NM_001259243	Dscam	0.873
NM_001259244	Dscam	0.860
NM_001259245	Dscam	0.874
NM_001259246	Dscam	0.869
NM_001259247	Dscam	0.862
NM_001259248	Dscam	0.862
NM_001259249	Dscam	0.876
NM_001259250	Dscam	0.863
NM_001259251	Dscam	0.858
NM_001259252	Dscam	0.873
NM_001259255	CG43340	1.836
NM_001259256	CG43340	2.754
NM_001259257	CG43340	1.740
NM_001259258	CG43340	3.054
NM_001259259	CG43340	3.063
NM_001259260	CG43340	3.267
NM_001259262	CG18812	6.279
NM_001259263	CanB2	4.113
NM_001259264	sax	2.950
NM_001259265	Kdm4A	1.316
NM_001259266	CG8791	2.707
NM_001259267	CG8791	2.461
NM_001259268	CG14764	1.911
NM_001259270	lig	4.199
NM_001259271	lig	4.210
NM_001259275	Cirl	2.600
NM_001259276	Cirl	3.039
NM_001259277	Rya-r44F	-0.091
NM_001259278	Rya-r44F	-0.069
NM_001259279	Rya-r44F	-0.056
NM_001259280	Rya-r44F	-0.071
NM_001259281	Rya-r44F	-0.100
NM_001259282	Rya-r44F	-0.095
NM_001259283	CG33199	4.295
NM_001259286	Su(var)2-10	3.119
NM_001259287	CG18659	3.709
NM_001259288	CG18659	4.181
NM_001259289	CG18659	4.239
NM_001259290	CG30343	3.256
NM_001259291	Pkn	4.767
NM_001259292	Pkn	4.715
NM_001259294	wun	4.469
NM_001259295	Pdk	4.379
NM_001259296	ced-6	2.671
NM_001259297	ced-6	2.810
NM_001259302	CG12140	4.677
NM_001259303	mRpL42	3.876
NM_001259305	Pfk	3.449
NM_001259306	CG11866	2.150
NM_001259309	CAP	5.212
NM_001259310	CAP	4.085
NM_001259311	CAP	4.962
NM_001259312	CAP	4.103
NM_001259326	RanBPM	4.286
NM_001259327	Cyp49a1	2.712
NM_001259330	CG30015	3.644
NM_001259334	CG7741	2.987
NM_001259336	CG12384	4.924
NM_001259337	CG7777	3.273
NM_001259338	CG9005	1.778
NM_001259342	pds5	2.351
NM_001259343	CG43191	2.111
NM_001259347	Cam	6.232
NM_001259348	Cam	6.827
NM_001259349	garz	2.210
NM_001259351	Dyb	2.309
NM_001259352	CG30334	2.038
NM_001259353	Sin3A	3.485
NM_001259354	CG8771	1.482
NM_001259356	CG17574	7.483
NM_001259357	CG17574	7.476
NM_001259358	CG17574	7.320
NM_001259359	Nmda1	6.355
NM_001259360	Nmda1	6.432
NM_001259361	CG42321	3.188
